step,lambda_star,one_over_t,weight,one_over_n,max_dev_from_uniform,fisher_batches,fisher_seed,seed
0,1.0,1.0,0.34839233224923805,0.3333333333333333,1.1975116402426331,256,0,42
1,0.8631557450659697,0.5,2.1975116402426327,0.3333333333333333,1.1975116402426331,256,0,42
2,0.15136534250270972,0.3333333333333333,0.45409602750812916,0.3333333333333333,1.1975116402426331,256,0,42
