group,n_segments,n_seeds,n_dropped_no_val,n_dropped_grid_mismatch,n_grid_points,val_base_weight_pct,alpha_star,alpha_star_pooled,alpha_star_n,alpha_excl_val_base,alpha_excl_n,alpha_oracle,grr_val,grr_oracle,honest_alpha_cost_pct,grr_val_per_seed,grr_val_per_seed_sd,grr_oracle_per_seed,grr_oracle_per_seed_sd,n_seeds_grr,alpha_star_blockmean,alpha_star_blockmean_n,alpha_one_over_n,penalty_one_over_n_pct
aeft_psm_sum_scale_diagnostics,3,3,0,0,31,50.6,0.3,0.3,0.9,0.3667,1.1,0.4,0.4926,0.5176,4.8,0.4896,0.067,0.5244,0.0532,3,0.2,0.6,0.3333,0.2
