temporal_distance,mean,std,n_pairs
1,0.23396744505726352,0.05803103431946444,4
2,0.22287892881444804,0.008781884030602073,3
3,0.24949670328143664,0.06827078857489516,2
4,0.11862438555916384,0.0,1
