singular_index,singular_value,p,cumulative_energy
0,1.7159071404959347,0.42496705482580743,0.42496705482580743
1,1.268074645054417,0.23209048606393204,0.6570575408897394
2,1.0222466284247032,0.15082699336559013,0.8078845342553296
3,0.9456499263988559,0.12907094395882177,0.9369554782141514
4,0.6609062020155584,0.06304452178584868,1.0
