merge_scale,metric,value,selected
0.0,forecast/mse,0.708410918712616,0
0.05,forecast/mse,0.6197986006736755,0
0.1,forecast/mse,0.5556739568710327,0
0.15,forecast/mse,0.527508556842804,1
0.2,forecast/mse,0.5344453454017639,0
0.25,forecast/mse,0.570971667766571,0
0.3,forecast/mse,0.632407546043396,0
0.35,forecast/mse,0.713639497756958,0
0.4,forecast/mse,0.8088629245758057,0
0.45,forecast/mse,0.9123212099075317,0
0.5,forecast/mse,1.018849492073059,0
0.55,forecast/mse,1.1245057582855225,0
0.6,forecast/mse,1.2267287969589233,0
0.65,forecast/mse,1.3243505954742432,0
0.7,forecast/mse,1.4171979427337646,0
0.75,forecast/mse,1.5057824850082397,0
0.8,forecast/mse,1.5908758640289307,0
0.85,forecast/mse,1.6732301712036133,0
0.9,forecast/mse,1.75337815284729,0
0.95,forecast/mse,1.8316620588302612,0
1.0,forecast/mse,1.9082558155059814,0
1.05,forecast/mse,1.983241319656372,0
1.1,forecast/mse,2.0567054748535156,0
1.15,forecast/mse,2.1287572383880615,0
1.2,forecast/mse,2.1995437145233154,0
