merge_scale,metric,value,selected
0.0,forecast/mse,0.4085555970668793,0
0.05,forecast/mse,0.3858221769332886,0
0.1,forecast/mse,0.36703306436538696,0
0.15,forecast/mse,0.3519636392593384,0
0.2,forecast/mse,0.34040820598602295,0
0.25,forecast/mse,0.33220505714416504,0
0.3,forecast/mse,0.3272709250450134,0
0.35,forecast/mse,0.3256274461746216,1
0.4,forecast/mse,0.32745200395584106,0
0.45,forecast/mse,0.33303961157798767,0
0.5,forecast/mse,0.342710942029953,0
0.55,forecast/mse,0.35678669810295105,0
0.6,forecast/mse,0.3755685091018677,0
0.65,forecast/mse,0.3992903232574463,0
0.7,forecast/mse,0.4280901849269867,0
0.75,forecast/mse,0.46190494298934937,0
0.8,forecast/mse,0.5005226135253906,0
0.85,forecast/mse,0.5436713695526123,0
0.9,forecast/mse,0.5911120176315308,0
0.95,forecast/mse,0.6426606178283691,0
1.0,forecast/mse,0.6981303691864014,0
1.05,forecast/mse,0.7573666572570801,0
1.1,forecast/mse,0.8202648162841797,0
1.15,forecast/mse,0.8867995142936707,0
1.2,forecast/mse,0.9570686221122742,0
