parameter,shape,rank,i,j,angle_index,angle_rad
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,0,0.569215286125288
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,1,0.9376107499157131
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,2,1.002349889698157
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,3,1.139798167900811
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,4,1.1930967685967593
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,5,1.3020425989177353
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,6,1.4197110203276608
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,7,1.5173149772802674
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,0,0.7999670980583424
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,1,1.0018678365292524
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,2,1.141813218417864
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,3,1.2764889474920253
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,4,1.2914959736751914
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,5,1.367604080466795
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,6,1.4192432959525836
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,7,1.5155356247753184
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,0,0.5692152861252878
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,1,0.9376107499157131
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,2,1.002349889698157
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,3,1.139798167900811
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,4,1.1930967685967593
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,5,1.3020425989177353
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,6,1.4197110203276606
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,7,1.5173149772802677
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,0,0.904040230299959
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,1,0.9436211117060906
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,2,1.052209655495993
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,3,1.1608516648407492
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,4,1.2401689694272442
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,5,1.3429056433097233
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,6,1.4147351003379427
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,7,1.4784937873122546
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,0,0.7999670980583422
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,1,1.0018678365292522
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,2,1.1418132184178644
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,3,1.2764889474920253
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,4,1.2914959736751916
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,5,1.367604080466795
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,6,1.4192432959525838
