segment,tau_norm,tau_over_base,base_norm
0,0.799864089568771,0.010736366816624706,74.50044351411532
1,0.7673977891962137,0.010300580144208373,74.50044351411532
2,2.2490588351790133,0.030188529478390187,74.50044351411532
