singular_index,singular_value,p,cumulative_energy
0,0.7008891052909746,0.505155737029183,0.505155737029183
1,0.5401686361372432,0.30004431271171444,0.8052000497408975
2,0.43524228867432624,0.19479995025910246,1.0
