dataset,n,metric,higher_is_better,floor_pct,method,role,selection,value,sd,n_seeds,rank,n_ranked,gap_to_best_pct,gap_over_floor,adaptive_paired_plain,source
SWaT,2,window_auroc,True,0.087,ta,candidate,distance-matched to TA at alpha = 1.0,0.8044037359742656,0.0009751602501558741,3,1,6,0.0,0.0,,merge_baselines
SWaT,2,window_auroc,True,0.087,dare,candidate,distance-matched to TA at alpha = 1.0,0.8025966664146166,0.0008901209180574425,3,5,6,0.2246,2.5822,,merge_baselines
SWaT,2,window_auroc,True,0.087,ties,candidate,distance-matched to TA at alpha = 1.0,0.8032263926746257,0.0016086869470562104,3,2,6,0.1464,1.6823,,merge_baselines
SWaT,2,window_auroc,True,0.087,iso_c,candidate,distance-matched to TA at alpha = 1.0,0.7998093994802226,0.0015272457200903881,3,6,6,0.5711,6.5649,,merge_baselines
SWaT,2,window_auroc,True,0.087,tsv,candidate,distance-matched to TA at alpha = 1.0,0.8027172345548239,0.0007328623950030213,3,3,6,0.2097,2.4099,,merge_baselines
SWaT,3,window_auroc,True,0.087,base,reference,none,0.799224,,,,7,0.561,6.4486,,method_comparison
SWaT,3,window_auroc,True,0.087,joint,reference,shared configuration,0.80784,,,,7,-0.511,-5.8732,,method_comparison
SWaT,3,window_auroc,True,0.087,specialists,reference,mean of per-segment models,0.799732,,,,7,0.4978,5.7222,,method_comparison
SWaT,3,window_auroc,True,0.087,merge_ta_published,reference,val-selected alpha (§1.26 grid),0.803736,,,,7,-0.0003,-0.004,,method_comparison
SWaT,3,window_auroc,True,0.087,sequential,candidate,final step,0.80369,,,2,7,0.0054,0.0618,,method_comparison
SWaT,3,window_auroc,True,0.087,window_oracle,reference,W selected on TEST,0.802318,,,,7,0.1761,2.0239,,method_comparison
SWaT,3,window_auroc,True,0.087,ta,candidate,distance-matched to TA at alpha = 1.0,0.8037332039978456,0.0013410170609257689,3,1,7,0.0,0.0,,merge_baselines
SWaT,3,window_auroc,True,0.087,dare,candidate,distance-matched to TA at alpha = 1.0,0.8030926433249602,0.0011378866865455377,3,3,7,0.0797,0.9161,,merge_baselines
SWaT,3,window_auroc,True,0.087,ties,candidate,distance-matched to TA at alpha = 1.0,0.8023581618218842,0.0020048116000364324,3,4,7,0.1711,1.9665,,merge_baselines
SWaT,3,window_auroc,True,0.087,iso_c,candidate,distance-matched to TA at alpha = 1.0,0.7990222510826448,0.0008708113363759074,3,7,7,0.5861,6.7372,,merge_baselines
SWaT,3,window_auroc,True,0.087,tsv,candidate,distance-matched to TA at alpha = 1.0,0.8018302144567442,0.0007661508965904193,3,5,7,0.2368,2.7215,,merge_baselines
SWaT,3,window_auroc,True,0.087,adaptive_lambda,candidate,"final step, B = 64 (defect; AD not re-run)",0.8001874372979197,0.0013150444068578213,3,6,7,0.4412,5.0708,0.8036903324744409,adaptive_lambda
SWaT,5,window_auroc,True,0.087,base,reference,none,0.799036,,,,6,0.7228,8.308,,method_comparison
SWaT,5,window_auroc,True,0.087,joint,reference,shared configuration,0.80784,,,,6,-0.3711,-4.2651,,method_comparison
SWaT,5,window_auroc,True,0.087,specialists,reference,mean of per-segment models,0.799356,,,,6,0.683,7.851,,method_comparison
SWaT,5,window_auroc,True,0.087,merge_ta_published,reference,val-selected alpha (§1.26 grid),0.804853,,,,6,0.0001,0.0007,,method_comparison
SWaT,5,window_auroc,True,0.087,sequential,candidate,final step,0.803422,,,3,6,0.1779,2.0443,,method_comparison
SWaT,5,window_auroc,True,0.087,window_oracle,reference,W selected on TEST,0.802318,,,,6,0.315,3.6209,,method_comparison
SWaT,5,window_auroc,True,0.087,ta,candidate,distance-matched to TA at alpha = 1.0,0.8048534669707029,0.001882676180828389,3,1,6,0.0,0.0,,merge_baselines
SWaT,5,window_auroc,True,0.087,dare,candidate,distance-matched to TA at alpha = 1.0,0.8043180525428638,0.0017575325010273381,3,2,6,0.0665,0.7646,,merge_baselines
SWaT,5,window_auroc,True,0.087,ties,candidate,distance-matched to TA at alpha = 1.0,0.8017470008295807,0.0017077011801543364,3,5,6,0.386,4.4364,,merge_baselines
SWaT,5,window_auroc,True,0.087,iso_c,candidate,distance-matched to TA at alpha = 1.0,0.7988707176771971,0.0011909416031182169,3,6,6,0.7433,8.5441,,merge_baselines
SWaT,5,window_auroc,True,0.087,tsv,candidate,distance-matched to TA at alpha = 1.0,0.80277677023118,0.002559525530821832,3,4,6,0.258,2.9658,,merge_baselines
SWaT-forecast,2,forecast/mse,False,84.232,base,reference,none,19.956665,,,,7,547.1767,6.4961,,method_comparison
SWaT-forecast,2,forecast/mse,False,84.232,joint,reference,shared configuration,12.491002,,,,7,305.072,3.6218,,method_comparison
SWaT-forecast,2,forecast/mse,False,84.232,specialists,reference,mean of per-segment models,14.742666,,,,7,378.0914,4.4887,,method_comparison
SWaT-forecast,2,forecast/mse,False,84.232,merge_ta_published,reference,val-selected alpha (§1.26 grid),14.858959,,,,7,381.8627,4.5335,,method_comparison
SWaT-forecast,2,forecast/mse,False,84.232,sequential,candidate,final step,3.309501,,,2,7,7.3241,0.087,,method_comparison
SWaT-forecast,2,forecast/mse,False,84.232,window_val,candidate,W selected on validation,3.08365,,,1,7,0.0,0.0,,method_comparison
SWaT-forecast,2,forecast/mse,False,84.232,window_oracle,reference,W selected on TEST,2.892129,,,,7,-6.2109,-0.0737,,method_comparison
SWaT-forecast,2,forecast/mse,False,84.232,ta,candidate,val-selected alpha,14.864910443623861,18.061554303037326,3,3,7,382.0557,4.5358,,merge_baselines
SWaT-forecast,2,forecast/mse,False,84.232,dare,candidate,val-selected alpha,15.35641860961914,18.515309620657913,3,4,7,397.9949,4.725,,merge_baselines
SWaT-forecast,2,forecast/mse,False,84.232,ties,candidate,val-selected alpha,17.542219241460163,21.58511332487445,3,7,7,468.8784,5.5665,,merge_baselines
SWaT-forecast,2,forecast/mse,False,84.232,iso_c,candidate,val-selected alpha,15.688417593638102,19.905664703214207,3,5,7,408.7613,4.8528,,merge_baselines
SWaT-forecast,2,forecast/mse,False,84.232,tsv,candidate,val-selected alpha,17.05914568901062,21.041406922590557,3,6,7,453.2128,5.3805,,merge_baselines
SWaT-forecast,3,forecast/mse,False,84.232,base,reference,none,6.249477,,,,7,102.6649,1.2188,,method_comparison
SWaT-forecast,3,forecast/mse,False,84.232,joint,reference,shared configuration,12.491002,,,,7,305.072,3.6218,,method_comparison
SWaT-forecast,3,forecast/mse,False,84.232,specialists,reference,mean of per-segment models,4.613425,,,,7,49.6092,0.589,,method_comparison
SWaT-forecast,3,forecast/mse,False,84.232,merge_ta_published,reference,val-selected alpha (§1.26 grid),4.760369,,,,7,54.3745,0.6455,,method_comparison
SWaT-forecast,3,forecast/mse,False,84.232,sequential,candidate,final step,3.965431,,,2,7,28.5954,0.3395,,method_comparison
SWaT-forecast,3,forecast/mse,False,84.232,window_val,candidate,W selected on validation,3.08365,,,1,7,0.0,0.0,,method_comparison
SWaT-forecast,3,forecast/mse,False,84.232,window_oracle,reference,W selected on TEST,2.892129,,,,7,-6.2109,-0.0737,,method_comparison
SWaT-forecast,3,forecast/mse,False,84.232,ta,candidate,val-selected alpha,4.74668025970459,3.2383167712136887,3,7,7,53.9306,0.6403,,merge_baselines
SWaT-forecast,3,forecast/mse,False,84.232,dare,candidate,val-selected alpha,4.704156080881755,3.2025186614825656,3,6,7,52.5516,0.6239,,merge_baselines
SWaT-forecast,3,forecast/mse,False,84.232,ties,candidate,val-selected alpha,4.694290240605672,3.3036132633371835,3,5,7,52.2316,0.6201,,merge_baselines
SWaT-forecast,3,forecast/mse,False,84.232,iso_c,candidate,val-selected alpha,4.4727474848429365,2.7656655964242,3,3,7,45.0472,0.5348,,merge_baselines
SWaT-forecast,3,forecast/mse,False,84.232,tsv,candidate,val-selected alpha,4.676638126373291,3.018995312614484,3,4,7,51.6592,0.6133,,merge_baselines
SWaT-forecast,5,forecast/mse,False,84.232,base,reference,none,6.450763,,,,7,109.1925,1.2963,,method_comparison
SWaT-forecast,5,forecast/mse,False,84.232,joint,reference,shared configuration,12.491002,,,,7,305.072,3.6218,,method_comparison
SWaT-forecast,5,forecast/mse,False,84.232,specialists,reference,mean of per-segment models,5.076426,,,,7,64.6239,0.7672,,method_comparison
SWaT-forecast,5,forecast/mse,False,84.232,merge_ta_published,reference,val-selected alpha (§1.26 grid),5.244547,,,,7,70.0759,0.8319,,method_comparison
SWaT-forecast,5,forecast/mse,False,84.232,sequential,candidate,final step,4.02288,,,2,7,30.4584,0.3616,,method_comparison
SWaT-forecast,5,forecast/mse,False,84.232,window_val,candidate,W selected on validation,3.08365,,,1,7,0.0,0.0,,method_comparison
SWaT-forecast,5,forecast/mse,False,84.232,window_oracle,reference,W selected on TEST,2.892129,,,,7,-6.2109,-0.0737,,method_comparison
SWaT-forecast,5,forecast/mse,False,84.232,ta,candidate,val-selected alpha,4.920468886693318,3.128853549440977,3,5,7,59.5664,0.7072,,merge_baselines
SWaT-forecast,5,forecast/mse,False,84.232,dare,candidate,val-selected alpha,4.821657657623291,2.8882949961119926,3,4,7,56.362,0.6691,,merge_baselines
SWaT-forecast,5,forecast/mse,False,84.232,ties,candidate,val-selected alpha,5.006436824798584,3.253080208275109,3,7,7,62.3542,0.7403,,merge_baselines
SWaT-forecast,5,forecast/mse,False,84.232,iso_c,candidate,val-selected alpha,4.614987293879191,2.350717895982771,3,3,7,49.6599,0.5896,,merge_baselines
SWaT-forecast,5,forecast/mse,False,84.232,tsv,candidate,val-selected alpha,4.988196055094401,3.121568637891474,3,6,7,61.7627,0.7332,,merge_baselines
exchange,2,forecast/mse,False,5.734,base,reference,none,0.747419,,,,7,239.9584,41.8483,,method_comparison
exchange,2,forecast/mse,False,5.734,joint,reference,shared configuration,0.395655,,,,7,79.961,13.9451,,method_comparison
exchange,2,forecast/mse,False,5.734,specialists,reference,mean of per-segment models,0.446237,,,,7,102.9679,17.9574,,method_comparison
exchange,2,forecast/mse,False,5.734,merge_ta_published,reference,val-selected alpha (§1.26 grid),0.255416,,,,7,16.1742,2.8208,,method_comparison
exchange,2,forecast/mse,False,5.734,sequential,candidate,final step,0.219856,,,1,7,0.0,0.0,,method_comparison
exchange,2,forecast/mse,False,5.734,window_val,candidate,W selected on validation,0.394855,,,7,7,79.5971,13.8816,,method_comparison
exchange,2,forecast/mse,False,5.734,window_oracle,reference,W selected on TEST,0.205271,,,,7,-6.6339,-1.1569,,method_comparison
exchange,2,forecast/mse,False,5.734,ta,candidate,val-selected alpha,0.25541646281878155,0.02056716666656315,3,3,7,16.1744,2.8208,,merge_baselines
exchange,2,forecast/mse,False,5.734,dare,candidate,val-selected alpha,0.2684945712486903,0.024512654562721725,3,4,7,22.1229,3.8582,,merge_baselines
exchange,2,forecast/mse,False,5.734,ties,candidate,val-selected alpha,0.3176249563694,0.05249904806281902,3,6,7,44.4695,7.7554,,merge_baselines
exchange,2,forecast/mse,False,5.734,iso_c,candidate,val-selected alpha,0.29810285568237305,0.050050255554706526,3,5,7,35.59,6.2068,,merge_baselines
exchange,2,forecast/mse,False,5.734,tsv,candidate,val-selected alpha,0.24295702079931894,0.018817616853982692,3,2,7,10.5073,1.8325,,merge_baselines
exchange,3,forecast/mse,False,5.734,base,reference,none,0.710927,,,,8,127.415,22.221,,method_comparison
exchange,3,forecast/mse,False,5.734,joint,reference,shared configuration,0.395655,,,,8,26.5642,4.6327,,method_comparison
exchange,3,forecast/mse,False,5.734,specialists,reference,mean of per-segment models,0.55521,,,,8,77.6034,13.5339,,method_comparison
exchange,3,forecast/mse,False,5.734,merge_ta_published,reference,val-selected alpha (§1.26 grid),0.362579,,,,8,15.9836,2.7875,,method_comparison
exchange,3,forecast/mse,False,5.734,sequential,candidate,final step,0.358589,,,6,8,14.7073,2.5649,,method_comparison
exchange,3,forecast/mse,False,5.734,window_val,candidate,W selected on validation,0.394855,,,8,8,26.3082,4.5881,,method_comparison
exchange,3,forecast/mse,False,5.734,window_oracle,reference,W selected on TEST,0.205271,,,,8,-34.3369,-5.9883,,method_comparison
exchange,3,forecast/mse,False,5.734,ta,candidate,val-selected alpha,0.3418278098106384,0.05521202248371348,3,5,8,9.3456,1.6299,,merge_baselines
exchange,3,forecast/mse,False,5.734,dare,candidate,val-selected alpha,0.34160049756368,0.057001547004490345,3,4,8,9.2729,1.6172,,merge_baselines
exchange,3,forecast/mse,False,5.734,ties,candidate,val-selected alpha,0.31261222064495087,0.08527370364030594,3,1,8,0.0,0.0,,merge_baselines
exchange,3,forecast/mse,False,5.734,iso_c,candidate,val-selected alpha,0.3604290584723155,0.04279623640810903,3,7,8,15.2959,2.6676,,merge_baselines
exchange,3,forecast/mse,False,5.734,tsv,candidate,val-selected alpha,0.317706157763799,0.03856631844305538,3,2,8,1.6295,0.2842,,merge_baselines
exchange,3,forecast/mse,False,5.734,adaptive_lambda,candidate,"final step, B = 1 (corrected)",0.32349730531374615,0.007183555126645231,3,3,8,3.482,0.6073,0.35858941078186035,adaptive_lambda
exchange,5,forecast/mse,False,5.734,base,reference,none,0.701322,,,,7,144.1185,25.134,,method_comparison
exchange,5,forecast/mse,False,5.734,joint,reference,shared configuration,0.395655,,,,7,37.7209,6.5785,,method_comparison
exchange,5,forecast/mse,False,5.734,specialists,reference,mean of per-segment models,0.580996,,,,7,102.235,17.8296,,method_comparison
exchange,5,forecast/mse,False,5.734,merge_ta_published,reference,val-selected alpha (§1.26 grid),0.327055,,,,7,13.8424,2.4141,,method_comparison
exchange,5,forecast/mse,False,5.734,sequential,candidate,final step,0.531076,,,7,7,84.8587,14.7992,,method_comparison
exchange,5,forecast/mse,False,5.734,window_val,candidate,W selected on validation,0.394855,,,6,7,37.4424,6.5299,,method_comparison
exchange,5,forecast/mse,False,5.734,window_oracle,reference,W selected on TEST,0.205271,,,,7,-28.5486,-4.9788,,method_comparison
exchange,5,forecast/mse,False,5.734,ta,candidate,val-selected alpha,0.3270547091960907,0.028187781087035044,3,3,7,13.8423,2.4141,,merge_baselines
exchange,5,forecast/mse,False,5.734,dare,candidate,val-selected alpha,0.328273872534434,0.02883063777507389,3,4,7,14.2667,2.4881,,merge_baselines
exchange,5,forecast/mse,False,5.734,ties,candidate,val-selected alpha,0.29779984056949615,0.06697941836623225,3,2,7,3.6592,0.6382,,merge_baselines
exchange,5,forecast/mse,False,5.734,iso_c,candidate,val-selected alpha,0.3383558690547943,0.026535095523646187,3,5,7,17.776,3.1001,,merge_baselines
exchange,5,forecast/mse,False,5.734,tsv,candidate,val-selected alpha,0.2872875432173411,0.017160479904504426,3,1,7,0.0,0.0,,merge_baselines
