step,lambda_star,one_over_t,weight,one_over_n,max_dev_from_uniform
0,1.0,1.0,0.4170188824449014,0.5,0.16596223511019725
1,0.5829811175550986,0.5,0.5829811175550986,0.5,0.16596223511019725
