temporal_distance,mean,std,n_pairs
1,0.18093113029730828,0.0834219157565361,4
2,0.21129541945793393,0.051706573800626925,3
3,0.15050542568606445,0.006518225448834611,2
4,0.19867669311041372,0.0,1
