temporal_distance,mean,std,n_pairs
1,0.30563341943001443,0.12592208037198602,4
2,0.2028670395667064,0.05238490431130167,3
3,0.1643705197206834,0.029277135476384927,2
4,0.18141328890356345,0.0,1
