merge_scale,metric,value,selected
0.0,forecast/mse,0.7715953588485718,0
0.05,forecast/mse,0.650477945804596,0
0.1,forecast/mse,0.5333378911018372,0
0.15,forecast/mse,0.4284033179283142,0
0.2,forecast/mse,0.34454384446144104,0
0.25,forecast/mse,0.2892993092536926,0
0.3,forecast/mse,0.26688969135284424,1
0.35,forecast/mse,0.27675583958625793,0
0.4,forecast/mse,0.3138120472431183,0
0.45,forecast/mse,0.370018869638443,0
0.5,forecast/mse,0.4368114471435547,0
0.55,forecast/mse,0.5059078335762024,0
0.6,forecast/mse,0.5712811350822449,0
0.65,forecast/mse,0.6298956274986267,0
0.7,forecast/mse,0.6805332899093628,0
0.75,forecast/mse,0.7234175801277161,0
0.8,forecast/mse,0.759599506855011,0
0.85,forecast/mse,0.7904747128486633,0
0.9,forecast/mse,0.8173250555992126,0
0.95,forecast/mse,0.8411375284194946,0
1.0,forecast/mse,0.8627656102180481,0
1.05,forecast/mse,0.8829183578491211,0
1.1,forecast/mse,0.9021242260932922,0
1.15,forecast/mse,0.9208564162254333,0
1.2,forecast/mse,0.9394564032554626,0
1.25,forecast/mse,0.9582757949829102,0
1.3,forecast/mse,0.977638304233551,0
1.35,forecast/mse,0.9977462291717529,0
1.4,forecast/mse,1.0186465978622437,0
1.45,forecast/mse,1.040408968925476,0
1.5,forecast/mse,1.0630460977554321,0
