i,j,cosine,temporal_distance
0,0,1.0,0
0,1,0.4746608093823231,1
0,2,0.09293681543907398,2
1,0,0.4746608093823231,1
1,1,1.0,0
1,2,0.19303376739577158,1
2,0,0.09293681543907398,2
2,1,0.19303376739577158,1
2,2,1.0,0
