merge_scale,metric,value,selected
0.0,forecast/mse,0.3053700625896454,0
0.05,forecast/mse,0.2946009933948517,0
0.1,forecast/mse,0.2844924330711365,0
0.15,forecast/mse,0.2750508487224579,0
0.2,forecast/mse,0.26629069447517395,0
0.25,forecast/mse,0.25823843479156494,0
0.3,forecast/mse,0.2509371340274811,0
0.35,forecast/mse,0.24444474279880524,0
0.4,forecast/mse,0.23883339762687683,0
0.45,forecast/mse,0.23419320583343506,0
0.5,forecast/mse,0.23065601289272308,0
0.55,forecast/mse,0.22838374972343445,0
0.6,forecast/mse,0.22757692635059357,1
0.65,forecast/mse,0.2284928858280182,0
0.7,forecast/mse,0.23140782117843628,0
0.75,forecast/mse,0.23666083812713623,0
0.8,forecast/mse,0.2446800321340561,0
0.85,forecast/mse,0.2559157907962799,0
0.9,forecast/mse,0.270884245634079,0
0.95,forecast/mse,0.2901912331581116,0
1.0,forecast/mse,0.31441211700439453,0
1.05,forecast/mse,0.3440491557121277,0
1.1,forecast/mse,0.37950336933135986,0
1.15,forecast/mse,0.4210592210292816,0
1.2,forecast/mse,0.4687213599681854,0
