step,lambda_star,one_over_t,weight,one_over_n,max_dev_from_uniform
0,1.0,1.0,0.3644627115975024,0.3333333333333333,0.1858578190949472
1,0.4997899107430402,0.5,0.3641565614341467,0.3333333333333333,0.1858578190949472
2,0.2713807269683509,0.3333333333333333,0.2713807269683509,0.3333333333333333,0.1858578190949472
