temporal_distance,mean,std,n_pairs
1,0.40984356917451215,0.10088566223620928,4
2,0.3607944638757083,0.043855487177079454,3
3,0.21691384862181629,0.10289094001613913,2
4,0.09348209651092476,0.0,1
