singular_index,singular_value,p,cumulative_energy
0,2.464611913156939,0.8015747517261146,0.8015747517261146
1,1.0741562528846063,0.15225861122697357,0.9538333629530882
2,0.5914807962152232,0.0461666370469118,1.0
