parameter,shape,rank,i,j,angle_index,angle_rad
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,0,0.692261792123954
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,1,0.8176060276698395
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,2,0.9510503186300434
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,3,1.0569905954570322
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,4,1.179977690981357
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,5,1.2648742231272823
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,6,1.4097513159656934
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,7,1.515491247110826
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,0,0.6929965130313809
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,1,0.7255865266998314
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,2,0.9107381339627497
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,3,0.9505565036184274
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,4,1.0628414093322163
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,5,1.1816057143427028
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,6,1.2273128296398927
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,7,1.40186811202107
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,0,0.6922617921239541
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,1,0.8176060276698395
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,2,0.9510503186300433
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,3,1.0569905954570322
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,4,1.179977690981357
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,5,1.2648742231272823
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,6,1.4097513159656934
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,7,1.515491247110826
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,0,0.404085070360163
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,1,0.5885006762717955
