segment,tau_norm,tau_over_base,base_norm
0,3.288257389086356,0.017439369984074988,188.55368009790922
1,4.205304203769677,0.022302954795610522,188.55368009790922
2,6.743227769383271,0.035762907230883816,188.55368009790922
