temporal_distance,mean,std,n_pairs
1,0.27994757188417474,0.12818703890398178,4
2,0.1445660778033029,0.038480756023041116,3
3,0.1178923336407903,0.04429689203127229,2
4,0.1397124100938388,0.0,1
