singular_index,singular_value,p,cumulative_energy
0,5.610085036397228,0.38132844437497837,0.38132844437497837
1,4.463892938262411,0.24142812035388478,0.6227565647288631
2,3.8867307885026414,0.18303293103884669,0.8057894957677098
3,3.3217655681475375,0.133689799341051,0.9394792951087607
4,2.234970690756343,0.06052070489123926,1.0
