singular_index,singular_value,p,cumulative_energy
0,2.679799276802252,0.48427710442004757,0.48427710442004757
1,2.009953787039117,0.2724341526469242,0.7567112570669718
2,1.8993994341076348,0.24328874293302824,1.0
