parameter,shape,rank,i,j,angle_index,angle_rad
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,0,0.5781089474240783
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,1,0.8035359871330517
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,2,0.8327425758479172
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,3,0.9268510338308804
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,4,1.118907814629901
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,5,1.3340942047027544
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,6,1.4696644257653029
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,7,1.4907336924585124
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,0,1.0372573458283445
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,1,1.214369408977832
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,2,1.2977290292793073
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,3,1.3603698644762265
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,4,1.413346669855592
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,5,1.44174219970525
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,6,1.532782753652505
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,7,1.568774882115126
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,0,0.578108947424078
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,1,0.8035359871330519
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,2,0.8327425758479171
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,3,0.9268510338308803
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,4,1.118907814629901
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,5,1.3340942047027544
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,6,1.4696644257653029
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,7,1.4907336924585124
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,0,0.8132156799608116
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,1,1.0485825053871234
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,2,1.0572058850445474
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,3,1.139011591003766
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,4,1.3046010121060787
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,5,1.4036306284129756
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,6,1.4322732727727652
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,7,1.5519253327492857
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,0,1.0372573458283443
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,1,1.214369408977832
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,2,1.2977290292793071
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,3,1.3603698644762265
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,4,1.413346669855592
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,5,1.44174219970525
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,6,1.5327827536525052
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,7,1.568774882115126
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,0,0.8132156799608118
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,1,1.0485825053871234
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,2,1.0572058850445472
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,3,1.139011591003766
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,4,1.3046010121060787
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,5,1.4036306284129756
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,6,1.4322732727727652
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,7,1.5519253327492857
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,0,0.3994987582851124
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,1,0.596260265710553
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,2,0.9032528433219699
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,3,0.9830961811319414
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,4,1.162743677905222
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,5,1.3887775184373772
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,6,1.452223689525999
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,7,1.5565834682633575
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,0,0.6782430793585162
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,1,0.8212625570349125
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,2,0.9946788169883658
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,3,1.0567924349119084
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,4,1.1963169699491605
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,5,1.3224964011988312
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,6,1.3949219072948844
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,7,1.5244692486808928
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,0,0.39949875828511267
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,1,0.5962602657105535
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,2,0.9032528433219699
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,3,0.9830961811319415
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,4,1.1627436779052225
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,5,1.3887775184373772
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,6,1.4522236895259988
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,7,1.5565834682633573
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,0,0.48350606701039167
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,1,0.7105937525004877
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,2,0.7730066017032723
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,3,0.9850241446928883
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,4,1.113796237307821
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,5,1.301399306230052
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,6,1.4558017796155165
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,7,1.4879204215738364
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,0,0.6782430793585162
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,1,0.8212625570349121
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,2,0.9946788169883658
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,3,1.0567924349119082
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,4,1.1963169699491605
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,5,1.3224964011988312
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,6,1.3949219072948846
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,7,1.5244692486808928
decoder.encoder.layers.0.linear2.weight,64x256,8,2,1,0,0.48350606701039145
decoder.encoder.layers.0.linear2.weight,64x256,8,2,1,1,0.7105937525004874
decoder.encoder.layers.0.linear2.weight,64x256,8,2,1,2,0.7730066017032724
