merge_scale,metric,value,selected
0.0,forecast/mse,1.487135410308838,0
0.05,forecast/mse,1.3777345418930054,0
0.1,forecast/mse,1.2604753971099854,0
0.15,forecast/mse,1.1379098892211914,0
0.2,forecast/mse,1.0152655839920044,0
0.25,forecast/mse,0.9023063778877258,0
0.3,forecast/mse,0.8090367317199707,0
0.35,forecast/mse,0.7407194375991821,0
0.4,forecast/mse,0.6959730386734009,0
0.45,forecast/mse,0.6700324416160583,0
0.5,forecast/mse,0.6579560041427612,0
0.55,forecast/mse,0.6560602188110352,1
0.6,forecast/mse,0.6619884967803955,0
0.65,forecast/mse,0.6746987700462341,0
0.7,forecast/mse,0.6938722729682922,0
0.75,forecast/mse,0.7194713354110718,0
0.8,forecast/mse,0.7519060969352722,0
0.85,forecast/mse,0.792003333568573,0
0.9,forecast/mse,0.8407983183860779,0
0.95,forecast/mse,0.8995990753173828,0
1.0,forecast/mse,0.9700050354003906,0
1.05,forecast/mse,1.0540119409561157,0
1.1,forecast/mse,1.1540640592575073,0
1.15,forecast/mse,1.272951364517212,0
1.2,forecast/mse,1.4138871431350708,0
