temporal_distance,mean,std,n_pairs
1,0.2052611687797864,0.06779057669251418,4
2,0.2010051127094686,0.041704683016333184,3
3,0.18259728743527265,0.08922622066181478,2
4,-0.005556548312685311,0.0,1
