merge_scale,metric,value,selected
0.0,forecast/mse,0.28368908166885376,0
0.05,forecast/mse,0.26174435019493103,0
0.1,forecast/mse,0.24521929025650024,0
0.15,forecast/mse,0.23491798341274261,0
0.2,forecast/mse,0.23181383311748505,1
0.25,forecast/mse,0.23711645603179932,0
0.3,forecast/mse,0.2522471249103546,0
0.35,forecast/mse,0.2786673307418823,0
0.4,forecast/mse,0.3176797926425934,0
0.45,forecast/mse,0.37035542726516724,0
0.5,forecast/mse,0.4375687837600708,0
0.55,forecast/mse,0.5200729966163635,0
0.6,forecast/mse,0.6185019612312317,0
0.65,forecast/mse,0.733240008354187,0
0.7,forecast/mse,0.8641716837882996,0
0.75,forecast/mse,1.010749101638794,0
0.8,forecast/mse,1.1723099946975708,0
0.85,forecast/mse,1.3481496572494507,0
0.9,forecast/mse,1.5375347137451172,0
0.95,forecast/mse,1.7397516965866089,0
1.0,forecast/mse,1.9541363716125488,0
1.05,forecast/mse,2.1798882484436035,0
1.1,forecast/mse,2.416144847869873,0
1.15,forecast/mse,2.6620073318481445,0
1.2,forecast/mse,2.9162802696228027,0
