step,lambda_star,one_over_t,weight,one_over_n,max_dev_from_uniform
0,1.0,1.0,0.6283176490463735,0.5,0.2566352980927472
1,0.3716823509536264,0.5,0.3716823509536264,0.5,0.2566352980927472
