merge_scale,metric,value,selected
0.0,forecast/mse,0.5065882802009583,0
0.05,forecast/mse,0.45680585503578186,0
0.1,forecast/mse,0.40920618176460266,0
0.15,forecast/mse,0.36746230721473694,0
0.2,forecast/mse,0.3347197473049164,0
0.25,forecast/mse,0.3116603195667267,0
0.3,forecast/mse,0.29785677790641785,0
0.35,forecast/mse,0.2918064594268799,0
0.4,forecast/mse,0.2913430333137512,1
0.45,forecast/mse,0.29416343569755554,0
0.5,forecast/mse,0.2986007630825043,0
0.55,forecast/mse,0.3037392199039459,0
0.6,forecast/mse,0.3091422915458679,0
0.65,forecast/mse,0.3146437108516693,0
0.7,forecast/mse,0.3202202618122101,0
0.75,forecast/mse,0.3259061574935913,0
0.8,forecast/mse,0.33176085352897644,0
0.85,forecast/mse,0.33785197138786316,0
0.9,forecast/mse,0.3442447781562805,0
0.95,forecast/mse,0.35099855065345764,0
1.0,forecast/mse,0.3581658899784088,0
1.05,forecast/mse,0.3657807409763336,0
1.1,forecast/mse,0.3738744854927063,0
1.15,forecast/mse,0.38245129585266113,0
1.2,forecast/mse,0.3915098309516907,0
