dataset,n_segments,c,rule,selector,n_seeds,eval_auroc,eval_auroc_sd,alpha_values,own_floor_pct,published_floor_pct,gain_over_base_pct,oracle_gain_pct,recovered_fraction,vs_validation,vs_distance_matched
PSM,2,c05,tsv,base,3,0.7681162213874818,0.002852996545498606,0 0 0,0.3714,0.068,0.0,4.6674877358902584,0.0,,
PSM,2,c10,ta,calibrated,3,0.7778088362678938,0.013807782261187718,0.5 0 0.5,0.3646,0.068,2.32152404758455,5.32869026238523,0.43566503836261433,worse,worse
PSM,2,c10,ta,validation,3,0.7864304869524075,0.0017205831864264452,0.5 0.5 0.5,0.3646,0.068,3.455710748366002,5.32869026238523,0.6485103427308526,,
PSM,2,c10,ta,committed,3,0.7990377939188699,0.0016426724713031844,1 1 1,0.3646,0.068,5.114214487065956,5.32869026238523,0.9597507521063403,,
PSM,2,c10,ta,distance_matched,3,0.7990377939188699,0.0016426724713031844,1 1 1,0.3646,0.068,5.114214487065956,5.32869026238523,0.9597507521063403,,
PSM,2,c10,ta,oracle,3,0.8006681561985712,0.001197261617306986,2 1 1,0.3646,0.068,5.32869026238523,5.32869026238523,1.0,,
PSM,2,c10,ta,base,3,0.7601615041486035,0.0027717334779366453,0 0 0,0.3646,0.068,0.0,5.32869026238523,0.0,,
PSM,2,c10,dare,calibrated,3,0.7779999417422337,0.013968840115580973,0.5 0 0.5,0.3646,0.068,2.346664162322934,5.3628966873029675,0.43757400135617475,worse,worse
PSM,2,c10,dare,validation,3,0.7866283381995546,0.0015858775410487794,0.5 0.5 0.5,0.3646,0.068,3.4817382762094047,5.3628966873029675,0.6492271768823485,,
PSM,2,c10,dare,distance_matched,3,0.790784793803005,0.0019326727637679942,dm dm dm,0.3646,0.068,4.02852413431541,5.3628966873029675,0.7511843634529121,,
PSM,2,c10,dare,oracle,3,0.8009281802727414,0.0018266181230767325,2 1 1,0.3646,0.068,5.3628966873029675,5.3628966873029675,1.0,,
PSM,2,c10,dare,base,3,0.7601615041486035,0.0027717334779366453,0 0 0,0.3646,0.068,0.0,5.3628966873029675,0.0,,
PSM,2,c10,ties,calibrated,3,0.7674431396638773,0.004832683355197016,0.5 0 0.5,0.3646,0.068,0.9579063758864523,4.997626680174713,0.19167225508988292,worse,worse
PSM,2,c10,ties,validation,3,0.7809570515050002,0.0014561761334660134,1 1 1,0.3646,0.068,2.735674885258508,4.997626680174713,0.5473948056405988,,
PSM,2,c10,ties,distance_matched,3,0.7947308161017027,0.0022452495068027017,dm dm dm,0.3646,0.068,4.547627282417773,4.997626680174713,0.9099573804617977,,
PSM,2,c10,ties,oracle,3,0.7981515382923515,0.0023354303489394068,3 2 2,0.3646,0.068,4.997626680174713,4.997626680174713,1.0,,
PSM,2,c10,ties,base,3,0.7601615041486035,0.0027717334779366453,0 0 0,0.3646,0.068,0.0,4.997626680174713,0.0,,
PSM,2,c10,iso_c,calibrated,3,0.7751324899284887,0.002949797373083474,3 3 5,0.3646,0.068,1.9694480315275917,2.466626341470371,0.7984379305515694,worse,better
PSM,2,c10,iso_c,validation,3,0.7789118480476503,0.001980787565940007,5 5 5,0.3646,0.068,2.466626341470371,2.466626341470371,1.0,,
PSM,2,c10,iso_c,distance_matched,3,0.7720888374758376,0.0016967802198664457,dm dm dm,0.3646,0.068,1.56905253188175,2.466626341470371,0.6361127769950062,,
PSM,2,c10,iso_c,oracle,3,0.7789118480476503,0.001980787565940007,5 5 5,0.3646,0.068,2.466626341470371,2.466626341470371,1.0,,
PSM,2,c10,iso_c,base,3,0.7601615041486035,0.0027717334779366453,0 0 0,0.3646,0.068,0.0,2.466626341470371,0.0,,
PSM,2,c10,tsv,calibrated,3,0.7759160570030152,0.0008730597960324187,0.5 0.5 0.5,0.3646,0.068,2.0725270575306447,5.6501978993353115,0.3668061003269384,worse,worse
PSM,2,c10,tsv,validation,3,0.7878671319462335,0.0018115136897452041,1 1 1,0.3646,0.068,3.6447028225483273,5.6501978993353115,0.645057551519937,,
PSM,2,c10,tsv,distance_matched,3,0.7913057708027238,0.002130846575802579,dm dm dm,0.3646,0.068,4.097059175471205,5.6501978993353115,0.7251178186082975,,
PSM,2,c10,tsv,oracle,3,0.8031121334875636,0.0010980887292706138,3 3 3,0.3646,0.068,5.6501978993353115,5.6501978993353115,1.0,,
PSM,2,c10,tsv,base,3,0.7601615041486035,0.0027717334779366453,0 0 0,0.3646,0.068,0.0,5.6501978993353115,0.0,,
PSM,2,c20,ta,calibrated,3,0.7321237038147959,0.0030087814030774207,0 0 0,0.411,0.068,0.0,6.542485909176556,0.0,worse,worse
PSM,2,c20,ta,validation,3,0.7616405275072644,0.002787839536231902,0.5 0.5 0.5,0.411,0.068,4.0316716339968925,6.542485909176556,0.6162293186359072,,
PSM,2,c20,ta,committed,3,0.7773031903946711,0.003013242816840956,1 1 1,0.411,0.068,6.171018141396529,6.542485909176556,0.9432222288382767,,
PSM,2,c20,ta,distance_matched,3,0.7773031903946711,0.003013242816840956,1 1 1,0.411,0.068,6.171018141396529,6.542485909176556,0.9432222288382767,,
PSM,2,c20,ta,oracle,3,0.7800227939746204,0.002377210646325899,2 1 1,0.411,0.068,6.542485909176556,6.542485909176556,1.0,,
PSM,2,c20,ta,base,3,0.7321237038147959,0.0030087814030774207,0 0 0,0.411,0.068,0.0,6.542485909176556,0.0,,
PSM,2,c20,dare,calibrated,3,0.7321237038147959,0.0030087814030774207,0 0 0,0.411,0.068,0.0,6.5748588617457076,0.0,worse,worse
PSM,2,c20,dare,validation,3,0.7618103869254175,0.0026390228206497144,0.5 0.5 0.5,0.411,0.068,4.054872551719949,6.5748588617457076,0.616723892783811,,
PSM,2,c20,dare,distance_matched,3,0.766766199314311,0.0030778503281426403,dm dm dm,0.411,0.068,4.731781708337994,6.5748588617457076,0.7196780657709277,,
PSM,2,c20,dare,oracle,3,0.7802598040340039,0.00321152396761682,2 1 1,0.411,0.068,6.5748588617457076,6.5748588617457076,1.0,,
PSM,2,c20,dare,base,3,0.7321237038147959,0.0030087814030774207,0 0 0,0.411,0.068,0.0,6.5748588617457076,0.0,,
PSM,2,c20,ties,calibrated,3,0.7400215011803505,0.004647137924708178,0.5 0 0.5,0.411,0.068,1.0787517634523303,6.29959248674612,0.17124151533959453,worse,worse
