step,lambda_star,one_over_t,weight,one_over_n,max_dev_from_uniform
0,1.0,1.0,0.019660722529941145,0.2,1.6285422839809722
1,0.9467294482868774,0.5,0.34941228117799605,0.2,1.6285422839809722
2,0.12554257909252672,0.3333333333333333,0.05298642981477171,0.2,1.6285422839809722
3,0.5546805944431236,0.25,0.5257084567961945,0.2,1.6285422839809722
4,0.0522321096810966,0.2,0.0522321096810966,0.2,1.6285422839809722
