temporal_distance,mean,std,n_pairs
1,0.3640965509518759,0.11971822237714516,4
2,0.1956759083066468,0.05398864722715559,3
3,0.11044345182851437,0.0065921141614841555,2
4,0.06576985946537511,0.0,1
