step,lambda_star,one_over_t,weight,one_over_n,max_dev_from_uniform
0,1.0,1.0,0.21565218028910815,0.5,0.5686956394217837
1,0.7843478197108918,0.5,0.7843478197108918,0.5,0.5686956394217837
