dataset,n_segments,seed,rule,metric,alpha,value,oracle_alpha,oracle_value,distance,source_experiment,run
SWaT,3,42,ties,window_auroc,2.722791781894352,0.8043826677394634,5.0,0.8051352462260446,1.675725,noisefloor_swat,80680
SWaT,3,42,iso_c,window_auroc,3.098870996792209,0.7998580294604244,5.0,0.8008916389919417,1.675725,noisefloor_swat,80680
SWaT,3,42,tsv,window_auroc,1.5760641750048154,0.8027075145151907,5.0,0.8061859855912604,1.675725,noisefloor_swat,80680
SWaT,5,42,ta,window_auroc,1.0,0.8069876614475359,2.0,0.8080847659648074,2.512511,segsweep_swat_merge_n5,79925
SWaT,5,42,dare,window_auroc,0.7910145518518511,0.8063133912938862,2.0,0.8081261071858429,2.512511,segsweep_swat_merge_n5,79925
SWaT,5,42,ties,window_auroc,4.0638883036478335,0.803482137509467,5.0,0.8038666407644708,2.512511,segsweep_swat_merge_n5,79925
SWaT,5,42,iso_c,window_auroc,3.331707574271139,0.7993865488138509,5.0,0.8004008373869128,2.512511,segsweep_swat_merge_n5,79925
SWaT,5,42,tsv,window_auroc,1.982886106819872,0.8043199258263383,5.0,0.8078470638223083,2.512511,segsweep_swat_merge_n5,79925
SWaT,5,7,ta,window_auroc,1.0,0.8034280681091388,3.0,0.8115127284162877,2.46059,segsweep_swat_merge_n5,80691
SWaT,5,7,dare,window_auroc,0.7898971340802251,0.8029996216614503,3.0,0.8113388022124624,2.46059,segsweep_swat_merge_n5,80691
SWaT,5,7,ties,window_auroc,4.05953046858598,0.801690739365786,5.0,0.8021822152798224,2.46059,segsweep_swat_merge_n5,80691
SWaT,5,7,iso_c,window_auroc,3.0782950750893114,0.797508818150254,5.0,0.7986620021242843,2.46059,segsweep_swat_merge_n5,80691
SWaT,5,7,tsv,window_auroc,1.974650796815147,0.7998222645718113,5.0,0.8048539894507286,2.46059,segsweep_swat_merge_n5,80691
SWaT,5,123,ta,window_auroc,1.0,0.8041446713554339,2.0,0.8050797823795941,2.486042,segsweep_swat_merge_n5,80692
SWaT,5,123,dare,window_auroc,0.7888114043654573,0.803641144673255,2.0,0.8058169140438686,2.486042,segsweep_swat_merge_n5,80692
SWaT,5,123,ties,window_auroc,4.071750382427241,0.8000681256134893,2.0,0.8016262719353147,2.486042,segsweep_swat_merge_n5,80692
SWaT,5,123,iso_c,window_auroc,3.3683721425520785,0.7997167860674861,5.0,0.8002660932908381,2.486042,segsweep_swat_merge_n5,80692
SWaT,5,123,tsv,window_auroc,1.9725124560128477,0.8041881202953907,5.0,0.8043795599645556,2.486042,segsweep_swat_merge_n5,80692
PSM,2,42,ta,window_auroc,1.0,0.8042530857977535,1.0,0.8042530857977535,1.140866,segsweep_psm_merge_n2,79930
PSM,2,42,dare,window_auroc,0.6120552672943018,0.8008501459120418,1.0,0.8048408800566252,1.140866,segsweep_psm_merge_n2,79930
PSM,2,42,ties,window_auroc,1.866223608068276,0.8012327969925442,2.0,0.8013515412065182,1.140866,segsweep_psm_merge_n2,79930
PSM,2,42,iso_c,window_auroc,2.7984849995195225,0.7862491159723881,5.0,0.7927292332055125,1.140866,segsweep_psm_merge_n2,79930
PSM,2,42,tsv,window_auroc,1.1810545013376397,0.8012106213407713,2.0,0.8051387373628318,1.140866,segsweep_psm_merge_n2,79930
PSM,2,7,ta,window_auroc,1.0,0.803373131523016,1.0,0.803373131523016,1.115821,segsweep_psm_merge_n2,80681
PSM,2,7,dare,window_auroc,0.6122123413271124,0.7983251850852692,1.0,0.8037273744041042,1.115821,segsweep_psm_merge_n2,80681
PSM,2,7,ties,window_auroc,1.8640549370295758,0.7991734105290256,3.0,0.8030401165391983,1.115821,segsweep_psm_merge_n2,80681
PSM,2,7,iso_c,window_auroc,2.851226565181674,0.7849867244291676,5.0,0.7893848257418979,1.115821,segsweep_psm_merge_n2,80681
PSM,2,7,tsv,window_auroc,1.1804381671407573,0.7984785095389516,3.0,0.80615706088592,1.115821,segsweep_psm_merge_n2,80681
PSM,2,123,ta,window_auroc,1.0,0.8047486319517201,1.0,0.8047486319517201,1.168894,segsweep_psm_merge_n2,80682
PSM,2,123,dare,window_auroc,0.6147824554626471,0.8004108241739654,1.0,0.8043976119595615,1.168894,segsweep_psm_merge_n2,80682
PSM,2,123,ties,window_auroc,1.8851008916189764,0.8007267286691153,2.0,0.8009918296830445,1.168894,segsweep_psm_merge_n2,80682
PSM,2,123,iso_c,window_auroc,2.8149535885625196,0.7828473818701058,5.0,0.7898416992650145,1.168894,segsweep_psm_merge_n2,80682
PSM,2,123,tsv,window_auroc,1.1870849499693232,0.8010069236480136,2.0,0.8054813741784246,1.168894,segsweep_psm_merge_n2,80682
PSM,3,7,ta,window_auroc,1.0,0.802697098352779,1.0,0.802697098352779,1.102681,noisefloor_psm,79351
PSM,3,7,dare,window_auroc,0.6527373342788861,0.799909267138696,1.0,0.8031634351667852,1.102681,noisefloor_psm,79351
PSM,3,7,ties,window_auroc,2.3438952330365606,0.8053158138592167,3.0,0.8076054941944053,1.102681,noisefloor_psm,79351
PSM,3,7,iso_c,window_auroc,2.9536577041899794,0.7851279258867988,5.0,0.788581356826372,1.102681,noisefloor_psm,79351
PSM,3,7,tsv,window_auroc,1.324744347290791,0.7959104756263382,3.0,0.8033803019345356,1.102681,noisefloor_psm,79351
PSM,3,123,ta,window_auroc,1.0,0.7994142283155617,1.0,0.7994142283155617,1.233802,noisefloor_psm,79352
PSM,3,123,dare,window_auroc,0.6622989256480859,0.7995698037589126,1.0,0.7994015752984229,1.233802,noisefloor_psm,79352
PSM,3,123,ties,window_auroc,2.3843642963132265,0.8049041753959932,2.0,0.8042644533246694,1.233802,noisefloor_psm,79352
PSM,3,123,iso_c,window_auroc,2.942660765708715,0.7838299086067301,5.0,0.7870146075097529,1.233802,noisefloor_psm,79352
PSM,3,123,tsv,window_auroc,1.3468290625257435,0.7960041887072025,2.0,0.8001660201750451,1.233802,noisefloor_psm,79352
PSM,3,42,ta,window_auroc,1.0,0.7992446180767153,1.0,0.7992446180767153,1.191386,noisefloor_psm,80676
PSM,3,42,dare,window_auroc,0.6624326039527413,0.8022120158972327,1.0,0.7996615718776517,1.191386,noisefloor_psm,80676
PSM,3,42,ties,window_auroc,2.395828898322337,0.8013986752662243,2.0,0.8007433009914757,1.191386,noisefloor_psm,80676
PSM,3,42,iso_c,window_auroc,3.0057501927370565,0.7851981565899154,5.0,0.7897835691585946,1.191386,noisefloor_psm,80676
PSM,3,42,tsv,window_auroc,1.3518181752562872,0.7984015776471552,2.0,0.8037666614172471,1.191386,noisefloor_psm,80676
PSM,5,42,ta,window_auroc,1.0,0.7896940241030563,0.5,0.7959091549371299,1.25197,segsweep_psm_merge_n5,79929
PSM,5,42,dare,window_auroc,0.70963678906754,0.7978486786734573,0.5,0.7960807726817535,1.25197,segsweep_psm_merge_n5,79929
PSM,5,42,ties,window_auroc,3.1183375906664645,0.8023430541568735,3.0,0.8028106747156983,1.25197,segsweep_psm_merge_n5,79929
PSM,5,42,iso_c,window_auroc,3.135872278599694,0.7844270975039249,5.0,0.7875316119543497,1.25197,segsweep_psm_merge_n5,79929
PSM,5,42,tsv,window_auroc,1.5482697609670857,0.7928530076745068,3.0,0.7993487544208013,1.25197,segsweep_psm_merge_n5,79929
PSM,5,7,ta,window_auroc,1.0,0.7993204678178825,1.0,0.7993204678178825,1.176303,segsweep_psm_merge_n5,80683
PSM,5,7,dare,window_auroc,0.6944821497148148,0.8026099319923194,1.0,0.8009038738180669,1.176303,segsweep_psm_merge_n5,80683
PSM,5,7,ties,window_auroc,3.076374036658441,0.7993656700059956,3.0,0.7995473767689291,1.176303,segsweep_psm_merge_n5,80683
PSM,5,7,iso_c,window_auroc,3.148317675035652,0.7866315753493247,5.0,0.7871750078322252,1.176303,segsweep_psm_merge_n5,80683
PSM,5,7,tsv,window_auroc,1.4840186683884573,0.7934512993762809,3.0,0.8055389547734093,1.176303,segsweep_psm_merge_n5,80683
PSM,5,123,ta,window_auroc,1.0,0.7940981764413868,0.5,0.7954025307024504,1.202515,segsweep_psm_merge_n5,80684
PSM,5,123,dare,window_auroc,0.6928628948833977,0.7993184760207437,0.5,0.7950692667076278,1.202515,segsweep_psm_merge_n5,80684
PSM,5,123,ties,window_auroc,3.0108745503345005,0.7912524746043145,2.0,0.7937327222470622,1.202515,segsweep_psm_merge_n5,80684
PSM,5,123,iso_c,window_auroc,3.064161909731725,0.7809171713199037,5.0,0.7831498359892798,1.202515,segsweep_psm_merge_n5,80684
PSM,5,123,tsv,window_auroc,1.4753871115109107,0.7909427625125082,3.0,0.8043427102691849,1.202515,segsweep_psm_merge_n5,80684
PSM-forecast,2,7,ta,forecast/mse,0.5,0.4098411500453949,0.5,0.4098411500453949,1.776844,adfc2_psm_merge_n2,85135
PSM-forecast,2,7,dare,forecast/mse,0.5,0.41478264331817627,0.5,0.41478264331817627,3.138861,adfc2_psm_merge_n2,85135
PSM-forecast,2,7,ties,forecast/mse,1.5,0.43628641963005066,1.5,0.43628641963005066,3.836385,adfc2_psm_merge_n2,85135
PSM-forecast,2,7,iso_c,forecast/mse,3.0,0.4050486385822296,3.0,0.4050486385822296,5.360391,adfc2_psm_merge_n2,85135
PSM-forecast,2,7,tsv,forecast/mse,1.0,0.41634297370910645,1.0,0.41634297370910645,3.387512,adfc2_psm_merge_n2,85135
PSM-forecast,2,42,ta,forecast/mse,0.5,0.34223389625549316,0.5,0.34223389625549316,5.527589,adfc2_psm_merge_n2,85136
PSM-forecast,2,42,dare,forecast/mse,0.5,0.37165912985801697,0.5,0.37165912985801697,9.593617,adfc2_psm_merge_n2,85136
PSM-forecast,2,42,ties,forecast/mse,1.0,0.42866915464401245,1.0,0.42866915464401245,8.190218,adfc2_psm_merge_n2,85136
PSM-forecast,2,42,iso_c,forecast/mse,1.5,0.3487533926963806,2.0,0.3353900611400604,9.662912,adfc2_psm_merge_n2,85136
PSM-forecast,2,42,tsv,forecast/mse,1.0,0.36171165108680725,1.0,0.36171165108680725,10.176222,adfc2_psm_merge_n2,85136
PSM-forecast,2,123,ta,forecast/mse,0.5,0.3441559970378876,0.5,0.3441559970378876,5.552853,adfc2_psm_merge_n2,85137
PSM-forecast,2,123,dare,forecast/mse,0.5,0.374103307723999,0.5,0.374103307723999,9.567172,adfc2_psm_merge_n2,85137
PSM-forecast,2,123,ties,forecast/mse,1.0,0.4061826765537262,1.0,0.4061826765537262,8.162639,adfc2_psm_merge_n2,85137
PSM-forecast,2,123,iso_c,forecast/mse,1.0,0.3936154246330261,2.0,0.35993456840515137,6.577478,adfc2_psm_merge_n2,85137
PSM-forecast,2,123,tsv,forecast/mse,0.7,0.3839898407459259,1.0,0.3812432587146759,7.115774,adfc2_psm_merge_n2,85137
PSM-forecast,3,7,ta,forecast/mse,0.3,0.40247729420661926,0.3,0.40247729420661926,2.256217,adfc2_psm_merge_n3,85141
PSM-forecast,3,7,dare,forecast/mse,0.3,0.40727266669273376,0.3,0.40727266669273376,3.761161,adfc2_psm_merge_n3,85141
PSM-forecast,3,7,ties,forecast/mse,1.0,0.4309886395931244,1.0,0.4309886395931244,4.853676,adfc2_psm_merge_n3,85141
PSM-forecast,3,7,iso_c,forecast/mse,1.5,0.40585535764694214,2.0,0.39477309584617615,6.160994,adfc2_psm_merge_n3,85141
PSM-forecast,3,7,tsv,forecast/mse,0.7,0.4083711504936218,1.0,0.40481284260749817,4.544577,adfc2_psm_merge_n3,85141
PSM-forecast,3,42,ta,forecast/mse,0.3,0.38897690176963806,0.5,0.38389018177986145,2.689692,adfc2_psm_merge_n3,85142
PSM-forecast,3,42,dare,forecast/mse,0.3,0.39972785115242004,0.3,0.39972785115242004,4.547453,adfc2_psm_merge_n3,85142
PSM-forecast,3,42,ties,forecast/mse,1.0,0.4351271390914917,1.0,0.4351271390914917,6.005674,adfc2_psm_merge_n3,85142
PSM-forecast,3,42,iso_c,forecast/mse,1.5,0.37821364402770996,2.0,0.3766823709011078,7.639702,adfc2_psm_merge_n3,85142
PSM-forecast,3,42,tsv,forecast/mse,0.7,0.4073842763900757,1.0,0.40321075916290283,5.532411,adfc2_psm_merge_n3,85142
PSM-forecast,3,123,ta,forecast/mse,0.3,0.39396563172340393,0.3,0.39396563172340393,3.20809,adfc2_psm_merge_n3,85143
PSM-forecast,3,123,dare,forecast/mse,0.3,0.4053433835506439,0.3,0.4053433835506439,5.485817,adfc2_psm_merge_n3,85143
PSM-forecast,3,123,ties,forecast/mse,1.0,0.42964959144592285,1.0,0.42964959144592285,7.417453,adfc2_psm_merge_n3,85143
PSM-forecast,3,123,iso_c,forecast/mse,1.0,0.40879982709884644,1.5,0.3839137554168701,6.207446,adfc2_psm_merge_n3,85143
PSM-forecast,3,123,tsv,forecast/mse,0.7,0.4071234464645386,1.0,0.40683555603027344,6.727488,adfc2_psm_merge_n3,85143
PSM-forecast,5,7,ta,forecast/mse,0.2,0.40619197487831116,0.2,0.40619197487831116,2.444915,adfc2_psm_merge_n5,85147
PSM-forecast,5,7,dare,forecast/mse,0.2,0.409578412771225,0.2,0.409578412771225,3.925574,adfc2_psm_merge_n5,85147
PSM-forecast,5,7,ties,forecast/mse,0.5,0.44561538100242615,0.7,0.43770724534988403,3.402977,adfc2_psm_merge_n5,85147
PSM-forecast,5,7,iso_c,forecast/mse,0.7,0.4179249107837677,1.0,0.404912531375885,4.786651,adfc2_psm_merge_n5,85147
PSM-forecast,5,7,tsv,forecast/mse,0.5,0.42970505356788635,0.7,0.41887274384498596,4.872467,adfc2_psm_merge_n5,85147
PSM-forecast,5,42,ta,forecast/mse,0.2,0.4073556363582611,0.3,0.4040631353855133,2.446073,adfc2_psm_merge_n5,85148
PSM-forecast,5,42,dare,forecast/mse,0.2,0.4142533540725708,0.2,0.4142533540725708,3.864857,adfc2_psm_merge_n5,85148
PSM-forecast,5,42,ties,forecast/mse,0.5,0.46182820200920105,0.5,0.46182820200920105,3.304013,adfc2_psm_merge_n5,85148
PSM-forecast,5,42,iso_c,forecast/mse,0.7,0.411439448595047,1.0,0.4028473496437073,4.75528,adfc2_psm_merge_n5,85148
PSM-forecast,5,42,tsv,forecast/mse,0.7,0.41656625270843506,0.7,0.41656625270843506,6.680684,adfc2_psm_merge_n5,85148
PSM-forecast,5,123,ta,forecast/mse,0.2,0.3971332311630249,0.3,0.39609551429748535,2.8563,adfc2_psm_merge_n5,85149
PSM-forecast,5,123,dare,forecast/mse,0.2,0.3981567621231079,0.2,0.3981567621231079,4.597712,adfc2_psm_merge_n5,85149
PSM-forecast,5,123,ties,forecast/mse,0.7,0.44082170724868774,1.0,0.43917009234428406,5.676574,adfc2_psm_merge_n5,85149
PSM-forecast,5,123,iso_c,forecast/mse,1.0,0.3892897963523865,1.5,0.38896089792251587,7.948373,adfc2_psm_merge_n5,85149
PSM-forecast,5,123,tsv,forecast/mse,0.7,0.4045042097568512,0.7,0.4045042097568512,7.983906,adfc2_psm_merge_n5,85149
SWaT-forecast,2,7,ta,forecast/mse,0.5,2.851871967315674,0.7,2.7980730533599854,5.988973,adfc2_swat_merge_n2,85171
SWaT-forecast,2,7,dare,forecast/mse,0.5,2.924644947052002,0.7,2.897411584854126,10.247381,adfc2_swat_merge_n2,85171
SWaT-forecast,2,7,ties,forecast/mse,0.7,2.9934933185577393,1.0,2.969630002975464,5.81395,adfc2_swat_merge_n2,85171
SWaT-forecast,2,7,iso_c,forecast/mse,1.0,2.908210277557373,3.0,2.782898187637329,7.713461,adfc2_swat_merge_n2,85171
SWaT-forecast,2,7,tsv,forecast/mse,0.5,2.958684206008911,1.0,2.8519508838653564,5.359823,adfc2_swat_merge_n2,85171
SWaT-forecast,2,42,ta,forecast/mse,0.5,6.107117176055908,1.5,4.5341644287109375,6.331768,adfc2_swat_merge_n2,85172
SWaT-forecast,2,42,dare,forecast/mse,0.3,6.508941173553467,1.5,3.8612945079803467,6.253511,adfc2_swat_merge_n2,85172
SWaT-forecast,2,42,ties,forecast/mse,0.7,7.290371894836426,3.0,5.316862106323242,5.614966,adfc2_swat_merge_n2,85172
SWaT-forecast,2,42,iso_c,forecast/mse,1.0,5.533576011657715,3.0,3.299839496612549,8.165263,adfc2_swat_merge_n2,85172
SWaT-forecast,2,42,tsv,forecast/mse,0.5,6.973929405212402,2.0,4.2236480712890625,5.333967,adfc2_swat_merge_n2,85172
SWaT-forecast,2,123,ta,forecast/mse,0.5,35.6357421875,2.0,4.457176685333252,6.926775,adfc2_swat_merge_n2,85173
SWaT-forecast,2,123,dare,forecast/mse,0.5,36.63566970825195,2.0,5.34068489074707,11.45838,adfc2_swat_merge_n2,85173
SWaT-forecast,2,123,ties,forecast/mse,0.7,42.34279251098633,3.0,17.421920776367188,6.339411,adfc2_swat_merge_n2,85173
SWaT-forecast,2,123,iso_c,forecast/mse,1.0,38.62346649169922,3.0,10.758894920349121,8.946261,adfc2_swat_merge_n2,85173
SWaT-forecast,2,123,tsv,forecast/mse,0.5,41.24482345581055,3.0,6.041752815246582,5.922984,adfc2_swat_merge_n2,85173
SWaT-forecast,3,7,ta,forecast/mse,0.3,2.894321918487549,1.0,2.6397628784179688,2.998771,adfc2_swat_merge_n3,85177
SWaT-forecast,3,7,dare,forecast/mse,0.3,2.882049083709717,0.7,2.6605916023254395,4.355645,adfc2_swat_merge_n3,85177
SWaT-forecast,3,7,ties,forecast/mse,0.7,2.903778076171875,3.0,2.3879129886627197,3.11521,adfc2_swat_merge_n3,85177
SWaT-forecast,3,7,iso_c,forecast/mse,1.0,2.8979339599609375,3.0,2.6157586574554443,5.506705,adfc2_swat_merge_n3,85177
SWaT-forecast,3,7,tsv,forecast/mse,0.7,2.894157886505127,3.0,2.5703630447387695,4.733779,adfc2_swat_merge_n3,85177
SWaT-forecast,3,42,ta,forecast/mse,0.3,2.8598055839538574,1.0,2.5111207962036133,3.55721,adfc2_swat_merge_n3,85178
SWaT-forecast,3,42,dare,forecast/mse,0.3,2.8284425735473633,1.0,2.4400317668914795,5.275014,adfc2_swat_merge_n3,85178
SWaT-forecast,3,42,ties,forecast/mse,1.0,2.672456979751587,3.0,2.222719669342041,5.575909,adfc2_swat_merge_n3,85178
SWaT-forecast,3,42,iso_c,forecast/mse,1.0,2.8541455268859863,3.0,2.4685702323913574,6.83474,adfc2_swat_merge_n3,85178
SWaT-forecast,3,42,tsv,forecast/mse,0.5,2.9733829498291016,2.0,2.4749362468719482,4.173615,adfc2_swat_merge_n3,85178
SWaT-forecast,3,123,ta,forecast/mse,0.3,8.485913276672363,1.0,3.515165328979492,4.501979,adfc2_swat_merge_n3,85179
SWaT-forecast,3,123,dare,forecast/mse,0.3,8.401976585388184,1.0,3.416163206100464,6.670011,adfc2_swat_merge_n3,85179
SWaT-forecast,3,123,ties,forecast/mse,0.7,8.506635665893555,3.0,2.996485471725464,5.116049,adfc2_swat_merge_n3,85179
SWaT-forecast,3,123,iso_c,forecast/mse,0.7,7.666162967681885,3.0,2.8710126876831055,6.361793,adfc2_swat_merge_n3,85179
SWaT-forecast,3,123,tsv,forecast/mse,0.7,8.162373542785645,3.0,2.9674201011657715,7.36323,adfc2_swat_merge_n3,85179
SWaT-forecast,5,7,ta,forecast/mse,0.2,2.9071125984191895,0.3,2.9014370441436768,5.485771,adfc2_swat_merge_n5,85183
SWaT-forecast,5,7,dare,forecast/mse,0.2,2.896920680999756,0.3,2.8892838954925537,7.790696,adfc2_swat_merge_n5,85183
SWaT-forecast,5,7,ties,forecast/mse,0.7,2.933974266052246,1.0,2.925122022628784,7.533792,adfc2_swat_merge_n5,85183
SWaT-forecast,5,7,iso_c,forecast/mse,0.5,3.0142769813537598,0.1,2.9806604385375977,8.527772,adfc2_swat_merge_n5,85183
SWaT-forecast,5,7,tsv,forecast/mse,0.5,2.9118080139160156,1.5,2.877800226211548,8.333546,adfc2_swat_merge_n5,85183
SWaT-forecast,5,42,ta,forecast/mse,0.2,3.329162836074829,0.5,3.019526720046997,4.642216,adfc2_swat_merge_n5,85184
SWaT-forecast,5,42,dare,forecast/mse,0.2,3.425257682800293,0.5,3.0750207901000977,6.489897,adfc2_swat_merge_n5,85184
SWaT-forecast,5,42,ties,forecast/mse,0.7,3.3295140266418457,2.0,2.901289701461792,6.153687,adfc2_swat_merge_n5,85184
SWaT-forecast,5,42,iso_c,forecast/mse,0.5,3.5168774127960205,1.0,3.2646968364715576,7.126877,adfc2_swat_merge_n5,85184
SWaT-forecast,5,42,tsv,forecast/mse,0.5,3.47479248046875,1.5,2.9914019107818604,6.93873,adfc2_swat_merge_n5,85184
SWaT-forecast,5,123,ta,forecast/mse,0.2,8.525131225585938,1.0,3.8753325939178467,4.027187,adfc2_swat_merge_n5,85185
SWaT-forecast,5,123,dare,forecast/mse,0.2,8.142794609069824,0.7,3.595688819885254,5.538734,adfc2_swat_merge_n5,85185
SWaT-forecast,5,123,ties,forecast/mse,0.7,8.75582218170166,3.0,3.253666877746582,5.017312,adfc2_swat_merge_n5,85185
SWaT-forecast,5,123,iso_c,forecast/mse,0.7,7.313807487487793,3.0,3.3739044666290283,8.192483,adfc2_swat_merge_n5,85185
SWaT-forecast,5,123,tsv,forecast/mse,0.7,8.577987670898438,3.0,3.4790711402893066,8.221996,adfc2_swat_merge_n5,85185
