experiment,run_id,seed,dataset,pipeline,n_segments,block,metric,value
adfc2_psm_joint,85153,7,PsmForecastDataset,StandardPipeline,0,train/test,forecast/mse,0.31506410241127014
adfc2_psm_joint,85153,7,PsmForecastDataset,StandardPipeline,0,train/test,forecast/rmse,0.5613057120778927
adfc2_psm_joint,85153,7,PsmForecastDataset,StandardPipeline,0,train/test,forecast/mae,0.330453485250473
adfc2_psm_joint,85153,7,PsmForecastDataset,StandardPipeline,0,train/val,forecast/mse,0.18678289651870728
adfc2_psm_joint,85153,7,PsmForecastDataset,StandardPipeline,0,train/val,forecast/rmse,0.43218386887840604
adfc2_psm_joint,85153,7,PsmForecastDataset,StandardPipeline,0,train/val,forecast/mae,0.28676387667655945
adfc2_psm_joint,85154,42,PsmForecastDataset,StandardPipeline,0,train/test,forecast/mse,0.29462283849716187
adfc2_psm_joint,85154,42,PsmForecastDataset,StandardPipeline,0,train/test,forecast/rmse,0.5427917082059764
adfc2_psm_joint,85154,42,PsmForecastDataset,StandardPipeline,0,train/test,forecast/mae,0.32416224479675293
adfc2_psm_joint,85154,42,PsmForecastDataset,StandardPipeline,0,train/val,forecast/mse,0.18965110182762146
adfc2_psm_joint,85154,42,PsmForecastDataset,StandardPipeline,0,train/val,forecast/rmse,0.43548949680517146
adfc2_psm_joint,85154,42,PsmForecastDataset,StandardPipeline,0,train/val,forecast/mae,0.2884306013584137
adfc2_psm_joint,85155,123,PsmForecastDataset,StandardPipeline,0,train/test,forecast/mse,0.2968709170818329
adfc2_psm_joint,85155,123,PsmForecastDataset,StandardPipeline,0,train/test,forecast/rmse,0.5448586211870313
adfc2_psm_joint,85155,123,PsmForecastDataset,StandardPipeline,0,train/test,forecast/mae,0.33548030257225037
adfc2_psm_joint,85155,123,PsmForecastDataset,StandardPipeline,0,train/val,forecast/mse,0.19550974667072296
adfc2_psm_joint,85155,123,PsmForecastDataset,StandardPipeline,0,train/val,forecast/rmse,0.4421648410612528
adfc2_psm_joint,85155,123,PsmForecastDataset,StandardPipeline,0,train/val,forecast/mae,0.29134488105773926
adfc2_psm_joint_oldmask,84622,7,PsmForecastDataset,StandardPipeline,0,train/test,forecast/mse,0.32143810391426086
adfc2_psm_joint_oldmask,84622,7,PsmForecastDataset,StandardPipeline,0,train/test,forecast/rmse,0.5669551163136821
adfc2_psm_joint_oldmask,84622,7,PsmForecastDataset,StandardPipeline,0,train/test,forecast/mae,0.3318057954311371
adfc2_psm_joint_oldmask,84622,7,PsmForecastDataset,StandardPipeline,0,train/val,forecast/mse,0.18947196006774902
adfc2_psm_joint_oldmask,84622,7,PsmForecastDataset,StandardPipeline,0,train/val,forecast/rmse,0.4352837695891601
adfc2_psm_joint_oldmask,84622,7,PsmForecastDataset,StandardPipeline,0,train/val,forecast/mae,0.289640337228775
adfc2_psm_joint_oldmask,84623,42,PsmForecastDataset,StandardPipeline,0,train/test,forecast/mse,0.2943340241909027
adfc2_psm_joint_oldmask,84623,42,PsmForecastDataset,StandardPipeline,0,train/test,forecast/rmse,0.542525597728718
adfc2_psm_joint_oldmask,84623,42,PsmForecastDataset,StandardPipeline,0,train/test,forecast/mae,0.3240116834640503
adfc2_psm_joint_oldmask,84623,42,PsmForecastDataset,StandardPipeline,0,train/val,forecast/mse,0.18965110182762146
adfc2_psm_joint_oldmask,84623,42,PsmForecastDataset,StandardPipeline,0,train/val,forecast/rmse,0.43548949680517146
adfc2_psm_joint_oldmask,84623,42,PsmForecastDataset,StandardPipeline,0,train/val,forecast/mae,0.2884306013584137
adfc2_psm_joint_oldmask,84624,123,PsmForecastDataset,StandardPipeline,0,train/test,forecast/mse,0.2965987026691437
adfc2_psm_joint_oldmask,84624,123,PsmForecastDataset,StandardPipeline,0,train/test,forecast/rmse,0.5446087611020811
adfc2_psm_joint_oldmask,84624,123,PsmForecastDataset,StandardPipeline,0,train/test,forecast/mae,0.33539775013923645
adfc2_psm_joint_oldmask,84624,123,PsmForecastDataset,StandardPipeline,0,train/val,forecast/mse,0.19550974667072296
adfc2_psm_joint_oldmask,84624,123,PsmForecastDataset,StandardPipeline,0,train/val,forecast/rmse,0.4421648410612528
adfc2_psm_joint_oldmask,84624,123,PsmForecastDataset,StandardPipeline,0,train/val,forecast/mae,0.29134488105773926
adfc2_psm_merge_n2,85135,7,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,baseline/test,forecast/mse,0.521262526512146
adfc2_psm_merge_n2,85135,7,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,baseline/test,forecast/rmse,0.7219851290103876
adfc2_psm_merge_n2,85135,7,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,baseline/test,forecast/mae,0.4007120430469513
adfc2_psm_merge_n2,85135,7,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,baseline/val,forecast/mse,0.1525052785873413
adfc2_psm_merge_n2,85135,7,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,baseline/val,forecast/rmse,0.3905192422753856
adfc2_psm_merge_n2,85135,7,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,baseline/val,forecast/mae,0.2194996178150177
adfc2_psm_merge_n2,85135,7,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_0/test,forecast/mse,0.4432331919670105
adfc2_psm_merge_n2,85135,7,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_0/test,forecast/rmse,0.6657576075171883
adfc2_psm_merge_n2,85135,7,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_0/test,forecast/mae,0.42442819476127625
adfc2_psm_merge_n2,85135,7,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_0/val,forecast/mse,0.35694408416748047
adfc2_psm_merge_n2,85135,7,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_0/val,forecast/rmse,0.5974479761179884
adfc2_psm_merge_n2,85135,7,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_0/val,forecast/mae,0.34625059366226196
adfc2_psm_merge_n2,85135,7,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_1/test,forecast/mse,0.4502617120742798
adfc2_psm_merge_n2,85135,7,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_1/test,forecast/rmse,0.6710154335589308
adfc2_psm_merge_n2,85135,7,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_1/test,forecast/mae,0.3745262920856476
adfc2_psm_merge_n2,85135,7,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_1/val,forecast/mse,0.14070247113704681
adfc2_psm_merge_n2,85135,7,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_1/val,forecast/rmse,0.3751032806268786
adfc2_psm_merge_n2,85135,7,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_1/val,forecast/mae,0.2689785361289978
adfc2_psm_merge_n2,85135,7,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,merged/test,forecast/mse,0.4078727066516876
adfc2_psm_merge_n2,85135,7,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,merged/test,forecast/rmse,0.63864912640016
adfc2_psm_merge_n2,85135,7,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,merged/test,forecast/mae,0.3833068609237671
adfc2_psm_merge_n2,85135,7,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,merged/val,forecast/mse,0.2378394454717636
adfc2_psm_merge_n2,85135,7,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,merged/val,forecast/rmse,0.48768785659657715
adfc2_psm_merge_n2,85135,7,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,merged/val,forecast/mae,0.29323136806488037
adfc2_psm_merge_n2,85135,7,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,merged/val,merge_scale/selected,0.55
adfc2_psm_merge_n2,85136,42,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,baseline/test,forecast/mse,0.5533952116966248
adfc2_psm_merge_n2,85136,42,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,baseline/test,forecast/rmse,0.7439053781877267
adfc2_psm_merge_n2,85136,42,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,baseline/test,forecast/mae,0.4309568703174591
adfc2_psm_merge_n2,85136,42,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,baseline/val,forecast/mse,0.15158551931381226
adfc2_psm_merge_n2,85136,42,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,baseline/val,forecast/rmse,0.38933985066239013
adfc2_psm_merge_n2,85136,42,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,baseline/val,forecast/mae,0.2195102423429489
adfc2_psm_merge_n2,85136,42,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_0/test,forecast/mse,0.36076322197914124
adfc2_psm_merge_n2,85136,42,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_0/test,forecast/rmse,0.6006356815733987
adfc2_psm_merge_n2,85136,42,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_0/test,forecast/mae,0.3966587781906128
adfc2_psm_merge_n2,85136,42,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_0/val,forecast/mse,0.3169936537742615
adfc2_psm_merge_n2,85136,42,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_0/val,forecast/rmse,0.5630218945780541
adfc2_psm_merge_n2,85136,42,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_0/val,forecast/mae,0.33536669611930847
adfc2_psm_merge_n2,85136,42,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_1/test,forecast/mse,0.4481784403324127
adfc2_psm_merge_n2,85136,42,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_1/test,forecast/rmse,0.6694613060755735
adfc2_psm_merge_n2,85136,42,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_1/test,forecast/mae,0.42267850041389465
adfc2_psm_merge_n2,85136,42,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_1/val,forecast/mse,0.12772025167942047
adfc2_psm_merge_n2,85136,42,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_1/val,forecast/rmse,0.35737970238867856
adfc2_psm_merge_n2,85136,42,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_1/val,forecast/mae,0.24473072588443756
adfc2_psm_merge_n2,85136,42,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,merged/test,forecast/mse,0.33684542775154114
adfc2_psm_merge_n2,85136,42,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,merged/test,forecast/rmse,0.5803838624148169
adfc2_psm_merge_n2,85136,42,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,merged/test,forecast/mae,0.3599039912223816
adfc2_psm_merge_n2,85136,42,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,merged/val,forecast/mse,0.1985459327697754
adfc2_psm_merge_n2,85136,42,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,merged/val,forecast/rmse,0.44558493328407706
adfc2_psm_merge_n2,85136,42,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,merged/val,forecast/mae,0.26574066281318665
adfc2_psm_merge_n2,85136,42,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,merged/val,merge_scale/selected,0.55
adfc2_psm_merge_n2,85137,123,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,baseline/test,forecast/mse,0.5235793590545654
adfc2_psm_merge_n2,85137,123,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,baseline/test,forecast/rmse,0.7235878378293581
adfc2_psm_merge_n2,85137,123,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,baseline/test,forecast/mae,0.41236382722854614
adfc2_psm_merge_n2,85137,123,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,baseline/val,forecast/mse,0.15268689393997192
adfc2_psm_merge_n2,85137,123,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,baseline/val,forecast/rmse,0.3907517036942666
adfc2_psm_merge_n2,85137,123,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,baseline/val,forecast/mae,0.22035978734493256
adfc2_psm_merge_n2,85137,123,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_0/test,forecast/mse,0.3525262773036957
adfc2_psm_merge_n2,85137,123,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_0/test,forecast/rmse,0.5937392334212854
adfc2_psm_merge_n2,85137,123,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_0/test,forecast/mae,0.39766737818717957
adfc2_psm_merge_n2,85137,123,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_0/val,forecast/mse,0.3660278022289276
adfc2_psm_merge_n2,85137,123,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_0/val,forecast/rmse,0.6050023158872432
adfc2_psm_merge_n2,85137,123,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_0/val,forecast/mae,0.33729493618011475
adfc2_psm_merge_n2,85137,123,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_1/test,forecast/mse,0.504136323928833
adfc2_psm_merge_n2,85137,123,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_1/test,forecast/rmse,0.7100255797707805
adfc2_psm_merge_n2,85137,123,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_1/test,forecast/mae,0.4635261595249176
adfc2_psm_merge_n2,85137,123,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_1/val,forecast/mse,0.13163676857948303
adfc2_psm_merge_n2,85137,123,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_1/val,forecast/rmse,0.3628178173401673
adfc2_psm_merge_n2,85137,123,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,finetune_1/val,forecast/mae,0.25203514099121094
adfc2_psm_merge_n2,85137,123,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,merged/test,forecast/mse,0.3441559970378876
adfc2_psm_merge_n2,85137,123,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,merged/test,forecast/rmse,0.5866481032423846
adfc2_psm_merge_n2,85137,123,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,merged/test,forecast/mae,0.3658401370048523
adfc2_psm_merge_n2,85137,123,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,merged/val,forecast/mse,0.219281405210495
adfc2_psm_merge_n2,85137,123,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,merged/val,forecast/rmse,0.46827492481500116
adfc2_psm_merge_n2,85137,123,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,merged/val,forecast/mae,0.2729696035385132
adfc2_psm_merge_n2,85137,123,PsmForecastDataset,IncrementalTaskArithmeticPipeline,2,merged/val,merge_scale/selected,0.5
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mae/diag_ratio_mean,0.7124521441706975
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mae/offdiag_ratio_mean,0.9486617234331927
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mae/merged_ratio_mean,0.7880048667319999
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mae/base_slice_ratio_mean,1.206347498399565
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mae/specialisation,0.2362095792624952
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mse/diag_ratio_mean,0.5398391624135891
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mse/offdiag_ratio_mean,0.9917824605086352
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mse/merged_ratio_mean,0.6701668061988195
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mse/base_slice_ratio_mean,1.279974773451564
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mse/specialisation,0.4519432980950461
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/rmse/diag_ratio_mean,0.7344167555670132
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/rmse/offdiag_ratio_mean,0.9932279490160929
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/rmse/merged_ratio_mean,0.818267911787188
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/rmse/base_slice_ratio_mean,1.1293968199942035
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/rmse/specialisation,0.25881119344907966
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mae/gap,-0.07025858759880066
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mae/grr,0.2477303162223164
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mse/gap,-0.20619845390319824
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mse/grr,0.5499062563955511
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/rmse/gap,-0.16067944347981344
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/rmse/grr,0.5186475681358534
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,val_base/forecast/mae/scale_at_min,0.05
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,val_base/forecast/mae/scale_at_max,1.5
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,val_base/forecast/mse/scale_at_min,0.15
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,val_base/forecast/mse/scale_at_max,1.5
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,val_base/forecast/rmse/scale_at_min,0.15
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,val_base/forecast/rmse/scale_at_max,1.5
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,val_0/forecast/mae/scale_at_min,0.85
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,val_0/forecast/mae/scale_at_max,1.5
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,val_0/forecast/mse/scale_at_min,0.85
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,val_0/forecast/mse/scale_at_max,0.0
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,val_0/forecast/rmse/scale_at_min,0.85
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,val_0/forecast/rmse/scale_at_max,0.0
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,val_1/forecast/mae/scale_at_min,0.5
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,val_1/forecast/mae/scale_at_max,1.5
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,val_1/forecast/mse/scale_at_min,0.45
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,val_1/forecast/mse/scale_at_max,1.5
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,val_1/forecast/rmse/scale_at_min,0.45
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,val_1/forecast/rmse/scale_at_max,1.5
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mae/scale_at_min,0.4
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mae/scale_at_max,1.5
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mse/scale_at_min,0.55
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mse/scale_at_max,1.5
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/rmse/scale_at_min,0.55
adfc2_psm_merge_n2_diagnostics,85243,7,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/rmse/scale_at_max,1.5
adfc2_psm_merge_n2_diagnostics,85244,42,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mae/diag_ratio_mean,0.6077693499979058
adfc2_psm_merge_n2_diagnostics,85244,42,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mae/offdiag_ratio_mean,0.7366526532966464
adfc2_psm_merge_n2_diagnostics,85244,42,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mae/merged_ratio_mean,0.601604415094824
adfc2_psm_merge_n2_diagnostics,85244,42,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mae/base_slice_ratio_mean,1.2442149704811247
adfc2_psm_merge_n2_diagnostics,85244,42,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mae/specialisation,0.12888330329874065
adfc2_psm_merge_n2_diagnostics,85244,42,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mse/diag_ratio_mean,0.43641707764864923
adfc2_psm_merge_n2_diagnostics,85244,42,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mse/offdiag_ratio_mean,0.6224366422985316
adfc2_psm_merge_n2_diagnostics,85244,42,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mse/merged_ratio_mean,0.4585733906206605
adfc2_psm_merge_n2_diagnostics,85244,42,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mse/base_slice_ratio_mean,1.3103812230578766
adfc2_psm_merge_n2_diagnostics,85244,42,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mse/specialisation,0.18601956464988234
adfc2_psm_merge_n2_diagnostics,85244,42,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/rmse/diag_ratio_mean,0.6605891790557565
adfc2_psm_merge_n2_diagnostics,85244,42,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/rmse/offdiag_ratio_mean,0.7878184545147903
adfc2_psm_merge_n2_diagnostics,85244,42,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/rmse/merged_ratio_mean,0.6766997449186747
adfc2_psm_merge_n2_diagnostics,85244,42,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/rmse/base_slice_ratio_mean,1.1447032836047768
adfc2_psm_merge_n2_diagnostics,85244,42,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/rmse/specialisation,0.12722927545903373
adfc2_psm_merge_n2_diagnostics,85244,42,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mae/gap,-0.10679462552070618
adfc2_psm_merge_n2_diagnostics,85244,42,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mae/grr,0.6653228900889175
adfc2_psm_merge_n2_diagnostics,85244,42,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mse/gap,-0.2587723731994629
adfc2_psm_merge_n2_diagnostics,85244,42,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/mse/grr,0.8368350193943079
adfc2_psm_merge_n2_diagnostics,85244,42,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/rmse/gap,-0.2011136699817503
adfc2_psm_merge_n2_diagnostics,85244,42,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,forecast/rmse/grr,0.813080064561242
adfc2_psm_merge_n2_diagnostics,85244,42,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,val_base/forecast/mae/scale_at_min,0.1
adfc2_psm_merge_n2_diagnostics,85244,42,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,val_base/forecast/mae/scale_at_max,1.5
adfc2_psm_merge_n2_diagnostics,85244,42,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,val_base/forecast/mse/scale_at_min,0.15
adfc2_psm_merge_n2_diagnostics,85244,42,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,val_base/forecast/mse/scale_at_max,1.5
adfc2_psm_merge_n2_diagnostics,85244,42,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,val_base/forecast/rmse/scale_at_min,0.15
adfc2_psm_merge_n2_diagnostics,85244,42,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,val_base/forecast/rmse/scale_at_max,1.5
adfc2_psm_merge_n2_diagnostics,85244,42,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,val_0/forecast/mae/scale_at_min,0.55
adfc2_psm_merge_n2_diagnostics,85244,42,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,val_0/forecast/mae/scale_at_max,1.5
adfc2_psm_merge_n2_diagnostics,85244,42,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,val_0/forecast/mse/scale_at_min,0.55
adfc2_psm_merge_n2_diagnostics,85244,42,PsmForecastDataset,MergeDiagnosticsPipeline,2,merge_diagnostics,val_0/forecast/mse/scale_at_max,1.5
