merge_scale,metric,value,selected
0.0,forecast/mse,0.597120463848114,0
0.05,forecast/mse,0.5246055722236633,0
0.1,forecast/mse,0.4489489793777466,0
0.15,forecast/mse,0.3740991950035095,0
0.2,forecast/mse,0.3059430420398712,0
0.25,forecast/mse,0.25156155228614807,0
0.3,forecast/mse,0.21758292615413666,0
0.35,forecast/mse,0.20705798268318176,1
0.4,forecast/mse,0.21668611466884613,0
0.45,forecast/mse,0.23844197392463684,0
0.5,forecast/mse,0.26476916670799255,0
0.55,forecast/mse,0.2909165918827057,0
0.6,forecast/mse,0.3137615919113159,0
0.65,forecast/mse,0.3303374946117401,0
0.7,forecast/mse,0.3379780650138855,0
0.75,forecast/mse,0.3364914357662201,0
0.8,forecast/mse,0.3303113877773285,0
0.85,forecast/mse,0.3261888027191162,0
0.9,forecast/mse,0.32769617438316345,0
0.95,forecast/mse,0.3351418972015381,0
1.0,forecast/mse,0.34910842776298523,0
1.05,forecast/mse,0.3710753917694092,0
1.1,forecast/mse,0.4024924337863922,0
1.15,forecast/mse,0.4440741539001465,0
1.2,forecast/mse,0.49566197395324707,0
