model,column,block,metric,value,ratio_to_base,n_windows,eval_seed
base,val_base,val,reconstruction/score_mean,0.04097471842372758,1.0,37026,43
ft_0,val_base,val,reconstruction/score_mean,0.04799965507883632,1.1714456358787508,37026,43
ft_1,val_base,val,reconstruction/score_mean,0.04950604565107675,1.2082095388460035,37026,43
merged,val_base,val,reconstruction/score_mean,0.10061987604341617,2.4556575350411527,37026,43
base,val_base,val,reconstruction/score_p50,0.006600874476134777,1.0,37026,43
ft_0,val_base,val,reconstruction/score_p50,0.01722197514027357,2.609044483808774,37026,43
ft_1,val_base,val,reconstruction/score_p50,0.01706691086292267,2.5855530088668504,37026,43
merged,val_base,val,reconstruction/score_p50,0.07009758800268173,10.619439629721338,37026,43
base,val_base,val,reconstruction/score_p95,0.24032475426793098,1.0,37026,43
ft_0,val_base,val,reconstruction/score_p95,0.24663066491484642,1.0262391224163498,37026,43
ft_1,val_base,val,reconstruction/score_p95,0.25083574652671814,1.0437366191876711,37026,43
merged,val_base,val,reconstruction/score_p95,0.31057126820087433,1.292298286736736,37026,43
base,val_base,val,reconstruction/score_p99,0.600426197052002,1.0,37026,43
ft_0,val_base,val,reconstruction/score_p99,0.5799829512834549,0.965952108903775,37026,43
ft_1,val_base,val,reconstruction/score_p99,0.5973810106515884,0.9949282919110377,37026,43
merged,val_base,val,reconstruction/score_p99,0.6888799369335175,1.147318255458888,37026,43
base,val_base,val,reconstruction/score_std,0.10699569758674292,1.0,37026,43
ft_0,val_base,val,reconstruction/score_std,0.10144938749112371,0.9481632418806117,37026,43
ft_1,val_base,val,reconstruction/score_std,0.10446930036951596,0.9763878616223912,37026,43
merged,val_base,val,reconstruction/score_std,0.11146944955418031,1.0418124473071495,37026,43
base,val_0,val,reconstruction/score_mean,0.09569417714163857,1.0,18463,43
ft_0,val_0,val,reconstruction/score_mean,0.06101789093421866,0.6376343133595793,18463,43
ft_1,val_0,val,reconstruction/score_mean,0.06034678393106379,0.6306212742886487,18463,43
merged,val_0,val,reconstruction/score_mean,0.07449578750843867,0.7784777479007547,18463,43
base,val_0,val,reconstruction/score_p50,0.0462995283305645,1.0,18463,43
ft_0,val_0,val,reconstruction/score_p50,0.013354706577956676,0.28844152542134227,18463,43
ft_1,val_0,val,reconstruction/score_p50,0.012651348486542702,0.2732500511930907,18463,43
merged,val_0,val,reconstruction/score_p50,0.027776068076491356,0.5999211887900608,18463,43
base,val_0,val,reconstruction/score_p95,0.3453280806541435,1.0,18463,43
ft_0,val_0,val,reconstruction/score_p95,0.30437288582324934,0.8814020720431593,18463,43
ft_1,val_0,val,reconstruction/score_p95,0.3109083920717235,0.9003275710529537,18463,43
merged,val_0,val,reconstruction/score_p95,0.3359582543373095,0.9728668856031487,18463,43
base,val_0,val,reconstruction/score_p99,0.8595993304252642,1.0,18463,43
ft_0,val_0,val,reconstruction/score_p99,0.7673772001266498,0.8927149812308603,18463,43
ft_1,val_0,val,reconstruction/score_p99,0.7659974789619453,0.891109906499099,18463,43
merged,val_0,val,reconstruction/score_p99,0.7833000135421755,0.9112385105682416,18463,43
base,val_0,val,reconstruction/score_std,0.1503836599790193,1.0,18463,43
ft_0,val_0,val,reconstruction/score_std,0.13838775920714724,0.9202313550983819,18463,43
ft_1,val_0,val,reconstruction/score_std,0.13892385890867945,0.9237962350966942,18463,43
merged,val_0,val,reconstruction/score_std,0.14246193507844235,0.9473232337763148,18463,43
base,val_1,val,reconstruction/score_mean,0.08428759821502216,1.0,18463,43
ft_0,val_1,val,reconstruction/score_mean,0.05713333797053997,0.6778380115279804,18463,43
ft_1,val_1,val,reconstruction/score_mean,0.044269544845079216,0.5252201484273552,18463,43
merged,val_1,val,reconstruction/score_mean,0.07395317268692074,0.8773909122224868,18463,43
base,val_1,val,reconstruction/score_p50,0.04558610916137695,1.0,18463,43
ft_0,val_1,val,reconstruction/score_p50,0.02220473252236843,0.4870942690845284,18463,43
ft_1,val_1,val,reconstruction/score_p50,0.00956853199750185,0.20990016857171995,18463,43
merged,val_1,val,reconstruction/score_p50,0.04052207991480827,0.8889128872867439,18463,43
base,val_1,val,reconstruction/score_p95,0.3118693649768829,1.0,18463,43
