merge_scale,metric,value,selected
0.0,forecast/mse,0.4289279878139496,0
0.05,forecast/mse,0.40007859468460083,0
0.1,forecast/mse,0.3766061067581177,0
0.15,forecast/mse,0.358236163854599,0
0.2,forecast/mse,0.34473663568496704,0
0.25,forecast/mse,0.33588042855262756,0
0.3,forecast/mse,0.3314080536365509,0
0.35,forecast/mse,0.3311053514480591,1
0.4,forecast/mse,0.33476564288139343,0
0.45,forecast/mse,0.3422301113605499,0
0.5,forecast/mse,0.3533833622932434,0
0.55,forecast/mse,0.3681259751319885,0
0.6,forecast/mse,0.3863796293735504,0
0.65,forecast/mse,0.4080980122089386,0
0.7,forecast/mse,0.43325135111808777,0
0.75,forecast/mse,0.4618101119995117,0
0.8,forecast/mse,0.4937346875667572,0
0.85,forecast/mse,0.5289920568466187,0
0.9,forecast/mse,0.5675576329231262,0
0.95,forecast/mse,0.609404981136322,0
1.0,forecast/mse,0.6544976830482483,0
1.05,forecast/mse,0.702778697013855,0
1.1,forecast/mse,0.7541940212249756,0
1.15,forecast/mse,0.8086667060852051,0
1.2,forecast/mse,0.8660907745361328,0
