temporal_distance,mean,std,n_pairs
1,0.748043798493657,0.08650759190181992,4
2,0.7085341350555451,0.04843210035222582,3
3,0.6692168092170501,0.053384783283918213,2
4,0.6249298739959642,0.0,1
