step,lambda_star,one_over_t,weight,one_over_n,max_dev_from_uniform
0,1.0,1.0,0.2057102212299409,0.3333333333333333,0.3828693363101773
1,0.6901206271101639,0.5,0.4581294506770758,0.3333333333333333,0.3828693363101773
2,0.33616032809298335,0.3333333333333333,0.33616032809298335,0.3333333333333333,0.3828693363101773
