merge_scale,metric,value,selected
0.0,forecast/mse,0.43953922390937805,0
0.05,forecast/mse,0.37560003995895386,0
0.1,forecast/mse,0.32666918635368347,0
0.15,forecast/mse,0.29380184412002563,0
0.2,forecast/mse,0.27592766284942627,0
0.25,forecast/mse,0.27087169885635376,1
0.3,forecast/mse,0.2764424681663513,0
0.35,forecast/mse,0.2910904884338379,0
0.4,forecast/mse,0.31407690048217773,0
0.45,forecast/mse,0.34554585814476013,0
0.5,forecast/mse,0.38632482290267944,0
0.55,forecast/mse,0.43783941864967346,0
0.6,forecast/mse,0.5019639134407043,0
0.65,forecast/mse,0.5801228880882263,0
0.7,forecast/mse,0.6735649108886719,0
0.75,forecast/mse,0.78375643491745,0
0.8,forecast/mse,0.9135796427726746,0
0.85,forecast/mse,1.0674439668655396,0
0.9,forecast/mse,1.2510002851486206,0
0.95,forecast/mse,1.4706584215164185,0
1.0,forecast/mse,1.733166217803955,0
1.05,forecast/mse,2.044724941253662,0
1.1,forecast/mse,2.410356283187866,0
1.15,forecast/mse,2.83316969871521,0
1.2,forecast/mse,3.312774419784546,0
