i,j,cosine,temporal_distance
0,0,1.0,0
0,1,0.22236857600081897,1
0,2,0.1539038980118841,2
1,0,0.22236857600081897,1
1,1,1.0,0
1,2,0.22086751504949298,1
2,0,0.1539038980118841,2
2,1,0.22086751504949298,1
2,2,1.0,0
