step,lambda_star,one_over_t,weight,one_over_n,max_dev_from_uniform
0,1.0,1.0,0.0585688586991005,0.3333333333333333,1.2952442511493774
1,0.750684437290708,0.5,0.17634972425110712,0.3333333333333333,1.2952442511493774
2,0.7650814170497924,0.3333333333333333,0.7650814170497924,0.3333333333333333,1.2952442511493774
