i,j,cosine,temporal_distance
0,0,1.0,0
0,1,0.22521573801586212,1
0,2,0.15570580238288625,2
1,0,0.22521573801586212,1
1,1,1.0,0
1,2,0.22150712906084258,1
2,0,0.15570580238288625,2
2,1,0.22150712906084258,1
2,2,1.0,0
