singular_index,singular_value,p,cumulative_energy
0,0.7277899919686776,0.6191993673181543,0.6191993673181543
1,0.44467273634307003,0.2311529026543643,0.8503522699725186
2,0.35778810173934505,0.1496477300274815,1.0
