step,lambda_star,one_over_t,weight,one_over_n,max_dev_from_uniform,fisher_batches,fisher_seed,seed
0,1.0,1.0,0.2328541872784318,0.3333333333333333,0.3693972715149697,256,0,123
1,0.5239915825588138,0.5,0.2563266312670772,0.3333333333333333,0.3693972715149697,256,0,123
2,0.45646575717165655,0.3333333333333333,0.41081918145449087,0.3333333333333333,0.3693972715149697,256,0,123
