step,lambda_star,one_over_t,weight,one_over_n,max_dev_from_uniform
0,1.0,1.0,0.16955438557133906,0.3333333333333333,0.7394005235428508
1,0.7737327633637601,0.5,0.5798001745142836,0.3333333333333333,0.7394005235428508
2,0.25064543991437743,0.3333333333333333,0.25064543991437743,0.3333333333333333,0.7394005235428508
