experiment_name,run_id,dataset,task,n_segments,merge_scale,baseline_fraction,n_parameters,mean_offdiag_cosine,min_offdiag_cosine,max_offdiag_cosine,cosine_at_distance_1,effective_rank,mean_tau_norm,mean_tau_over_base,min_tau_over_base,max_tau_over_base,mean_sequential_overlap,last_sequential_overlap,mean_principal_angle_rad,run_dir
aeft_psm_sum_scale,102288,PsmForecastDataset,forecast,3,0.25,0.5,728676,0.20807098194232262,0.15102579010853734,0.26444426268261645,0.23659357785921525,2.861531768791709,6.909814802015678,0.07192433237607294,0.06800312911080172,0.07492754720616739,0.06168859765996135,0.05344642725415985,0.4548567674926864,/work/tesi_ddellacasaventurelli01/incremental-ad/runs/aeft_psm_sum_scale/102288
aeft_psm_sum_scale,102289,PsmForecastDataset,forecast,3,0.3,0.5,728676,0.22448474526632856,0.1355975371215285,0.29097697641400694,0.26892834933872867,2.328768508514028,4.890586532882748,0.050577511992345746,0.02715175279838258,0.07053691048530374,0.075029373385673,0.06539114596829357,0.4438194360070529,/work/tesi_ddellacasaventurelli01/incremental-ad/runs/aeft_psm_sum_scale/102289
aeft_psm_sum_scale,102290,PsmForecastDataset,forecast,3,0.35,0.5,728676,0.20274098409248345,0.1423847780909512,0.2802438642836655,0.23291908709324954,2.833848256182417,5.4268435318677,0.05726410007765914,0.051395580821667744,0.06258054670926012,0.060922636096983514,0.04330864872530932,0.4480455345895477,/work/tesi_ddellacasaventurelli01/incremental-ad/runs/aeft_psm_sum_scale/102290
opcm2_psm_sum_scale,85504,PsmForecastDataset,forecast,3,0.3,0.5,728676,0.1716096940147652,0.11328416694063301,0.2414688595224175,0.20077245755183126,2.16989533856785,3.534946433008336,0.036627128344071225,0.024910166468923113,0.0577999225741704,0.04492308629557121,0.03153896247208626,1.0029400199995573,/work/tesi_ddellacasaventurelli01/incremental-ad/runs/opcm2_psm_sum_scale/85504
opcm2_psm_sum_scale,85505,PsmForecastDataset,forecast,3,0.35,0.5,728676,0.15734773686182044,0.12577267068409742,0.2082633926026762,0.17313526995068193,2.0157953202306844,4.205938055081052,0.043775577884448004,0.02516369568243612,0.0730327104422056,0.036130736724480944,0.028887832750593295,1.0101728943177624,/work/tesi_ddellacasaventurelli01/incremental-ad/runs/opcm2_psm_sum_scale/85505
opcm2_psm_sum_scale,85506,PsmForecastDataset,forecast,3,0.3,0.5,728676,0.14246044880388234,0.12456212419215199,0.16729969589001872,0.14593091004108535,1.8546872536192789,4.974115069316179,0.05161905356367232,0.02735714764614616,0.09122932343795799,0.021986910146770053,0.015984632048648313,1.0411519310731148,/work/tesi_ddellacasaventurelli01/incremental-ad/runs/opcm2_psm_sum_scale/85506
