merge_scale,metric,value,selected
0.0,forecast/mse,0.5630058646202087,0
0.05,forecast/mse,0.5309408903121948,0
0.1,forecast/mse,0.5016222596168518,0
0.15,forecast/mse,0.47645649313926697,0
0.2,forecast/mse,0.45673418045043945,0
0.25,forecast/mse,0.44347718358039856,0
0.3,forecast/mse,0.4371553659439087,1
0.35,forecast/mse,0.4379006326198578,0
0.4,forecast/mse,0.446119099855423,0
0.45,forecast/mse,0.46246156096458435,0
0.5,forecast/mse,0.4876480996608734,0
0.55,forecast/mse,0.5224927067756653,0
0.6,forecast/mse,0.5678461790084839,0
0.65,forecast/mse,0.6244804263114929,0
0.7,forecast/mse,0.6931589841842651,0
0.75,forecast/mse,0.7747669219970703,0
0.8,forecast/mse,0.8703483939170837,0
0.85,forecast/mse,0.9811451435089111,0
0.9,forecast/mse,1.1084846258163452,0
0.95,forecast/mse,1.253709077835083,0
1.0,forecast/mse,1.4180246591567993,0
1.05,forecast/mse,1.602331280708313,0
1.1,forecast/mse,1.8069690465927124,0
1.15,forecast/mse,2.0316195487976074,0
1.2,forecast/mse,2.2752256393432617,0
