step,lambda_star,one_over_t,weight,one_over_n,max_dev_from_uniform
0,1.0,1.0,0.02352934720628884,0.2,1.2607003617914454
1,0.9505342445015126,0.5,0.4521400723582891,0.2,1.2607003617914454
2,0.18771880828387214,0.3333333333333333,0.10992756878820988,0.2,1.2607003617914454
3,0.3343235458136954,0.25,0.2941051322045592,0.2,1.2607003617914454
4,0.12029787944265297,0.2,0.12029787944265297,0.2,1.2607003617914454
