step,lambda_star,one_over_t,weight,one_over_n,max_dev_from_uniform,fisher_batches,fisher_seed,seed
0,1.0,1.0,0.12235164651404029,0.2,1.0736978437856266,256,0,7
1,0.4479213047736859,0.5,0.09926829204179291,0.2,1.0736978437856266,256,0,7
2,0.6517378368532152,0.3333333333333333,0.41473956875712537,0.2,1.0736978437856266,256,0,7
3,0.34134588463122384,0.25,0.32979175852505266,0.2,1.0736978437856266,256,0,7
4,0.033848734161988796,0.2,0.033848734161988796,0.2,1.0736978437856266,256,0,7
