merge_scale,metric,value,selected
0.0,forecast/mse,0.5884240865707397,0
0.05,forecast/mse,0.5677128434181213,0
0.1,forecast/mse,0.5496535897254944,0
0.15,forecast/mse,0.5341477990150452,0
0.2,forecast/mse,0.5210840106010437,0
0.25,forecast/mse,0.5103639960289001,0
0.3,forecast/mse,0.5018578767776489,0
0.35,forecast/mse,0.49544379115104675,0
0.4,forecast/mse,0.49099239706993103,0
0.45,forecast/mse,0.4883871376514435,0
0.5,forecast/mse,0.48751986026763916,1
0.55,forecast/mse,0.48828673362731934,0
0.6,forecast/mse,0.4905884563922882,0
0.65,forecast/mse,0.4943338930606842,0
0.7,forecast/mse,0.4994436800479889,0
0.75,forecast/mse,0.505844235420227,0
0.8,forecast/mse,0.5134601593017578,0
0.85,forecast/mse,0.5222219228744507,0
0.9,forecast/mse,0.5320773720741272,0
0.95,forecast/mse,0.5429731011390686,0
1.0,forecast/mse,0.5548478960990906,0
1.05,forecast/mse,0.5676508545875549,0
1.1,forecast/mse,0.5813397169113159,0
1.15,forecast/mse,0.5958704352378845,0
1.2,forecast/mse,0.6112085580825806,0
1.25,forecast/mse,0.627325713634491,0
1.3,forecast/mse,0.6441845297813416,0
1.35,forecast/mse,0.6617564558982849,0
1.4,forecast/mse,0.6800097823143005,0
1.45,forecast/mse,0.6989063620567322,0
1.5,forecast/mse,0.7184175848960876,0
