temporal_distance,mean,std,n_pairs
1,0.35175153676570137,0.0480779314870996,4
2,0.3194671101407061,0.12708694581303032,3
3,0.33909435221436823,0.07992724172975199,2
4,0.21416690655517376,0.0,1
