i,j,cosine,temporal_distance
0,0,1.0,0
0,1,0.7043968138423153,1
0,2,0.6848087622577128,2
1,0,0.7043968138423153,1
1,1,1.0,0
1,2,0.8448920018275272,1
2,0,0.6848087622577128,2
2,1,0.8448920018275272,1
2,2,1.0,0
