singular_index,singular_value,p,cumulative_energy
0,1.1002840912603336,0.8413601896321196,0.8413601896321196
1,0.39923715573831214,0.11077307134334106,0.9521332609754606
2,0.2624404508060195,0.04786673902453947,1.0
