i,j,cosine,temporal_distance
0,0,1.0,0
0,1,0.2802438642836655,1
0,2,0.1423847780909512,2
1,0,0.2802438642836655,1
1,1,1.0,0
1,2,0.18559430990283363,1
2,0,0.1423847780909512,2
2,1,0.18559430990283363,1
2,2,1.0,0
