singular_index,singular_value,p,cumulative_energy
0,5.640286364402959,0.7267399019014643,0.7267399019014643
1,2.55777630232052,0.14945202922340708,0.8761919311248714
2,2.328016885881185,0.1238080688751285,0.9999999999999999
