temporal_distance,mean,std,n_pairs
1,0.29319409659165013,0.12988361039570898,4
2,0.158387293537583,0.05934770397954932,3
3,0.11147473385336702,0.0063782477999861364,2
4,0.12555789747002896,0.0,1
