merge_scale,metric,value,selected
0.0,forecast/mse,0.33369144797325134,0
0.05,forecast/mse,0.3097991347312927,0
0.1,forecast/mse,0.29027795791625977,0
0.15,forecast/mse,0.2748066484928131,0
0.2,forecast/mse,0.26312723755836487,0
0.25,forecast/mse,0.25511208176612854,0
0.3,forecast/mse,0.25085970759391785,0
0.35,forecast/mse,0.25077319145202637,1
0.4,forecast/mse,0.2556399405002594,0
0.45,forecast/mse,0.26676395535469055,0
0.5,forecast/mse,0.28605908155441284,0
0.55,forecast/mse,0.31606557965278625,0
0.6,forecast/mse,0.35988134145736694,0
0.65,forecast/mse,0.4209602475166321,0
0.7,forecast/mse,0.5026401281356812,0
0.75,forecast/mse,0.6076640486717224,0
0.8,forecast/mse,0.7367826700210571,0
0.85,forecast/mse,0.8872861266136169,0
0.9,forecast/mse,1.0533215999603271,0
0.95,forecast/mse,1.2281957864761353,0
1.0,forecast/mse,1.4059010744094849,0
1.05,forecast/mse,1.5812947750091553,0
1.1,forecast/mse,1.7504684925079346,0
1.15,forecast/mse,1.9112526178359985,0
1.2,forecast/mse,2.0625548362731934,0
