merge_scale,metric,value,selected
0.0,forecast/mse,0.3339139521121979,0
0.05,forecast/mse,0.31105557084083557,0
0.1,forecast/mse,0.292138010263443,0
0.15,forecast/mse,0.27674704790115356,0
0.2,forecast/mse,0.26461172103881836,0
0.25,forecast/mse,0.2556723356246948,0
0.3,forecast/mse,0.2501571774482727,0
0.35,forecast/mse,0.24871651828289032,1
0.4,forecast/mse,0.2525534927845001,0
0.45,forecast/mse,0.2634957730770111,0
0.5,forecast/mse,0.2840835750102997,0
0.55,forecast/mse,0.31750839948654175,0
0.6,forecast/mse,0.3674207329750061,0
0.65,forecast/mse,0.43770501017570496,0
0.7,forecast/mse,0.5312991142272949,0
0.75,forecast/mse,0.6479306817054749,0
0.8,forecast/mse,0.7829033732414246,0
0.85,forecast/mse,0.929063618183136,0
0.9,forecast/mse,1.078495740890503,0
0.95,forecast/mse,1.2245564460754395,0
1.0,forecast/mse,1.3643341064453125,0
1.05,forecast/mse,1.4976727962493896,0
1.1,forecast/mse,1.6258571147918701,0
1.15,forecast/mse,1.750335931777954,0
1.2,forecast/mse,1.8723856210708618,0
