merge_scale,metric,value,selected
0.0,forecast/mse,0.28518548607826233,0
0.05,forecast/mse,0.2639393210411072,0
0.1,forecast/mse,0.24731199443340302,0
0.15,forecast/mse,0.23580266535282135,0
0.2,forecast/mse,0.23039846122264862,1
0.25,forecast/mse,0.23270945250988007,0
0.3,forecast/mse,0.24467524886131287,0
0.35,forecast/mse,0.2680332660675049,0
0.4,forecast/mse,0.3039667010307312,0
0.45,forecast/mse,0.3530861735343933,0
0.5,forecast/mse,0.4155246913433075,0
0.55,forecast/mse,0.4910892844200134,0
0.6,forecast/mse,0.5793160200119019,0
0.65,forecast/mse,0.6797724366188049,0
0.7,forecast/mse,0.7921952605247498,0
0.75,forecast/mse,0.9166708588600159,0
0.8,forecast/mse,1.0534600019454956,0
0.85,forecast/mse,1.2030067443847656,0
0.9,forecast/mse,1.3657779693603516,0
0.95,forecast/mse,1.5420622825622559,0
1.0,forecast/mse,1.7319658994674683,0
1.05,forecast/mse,1.9355266094207764,0
1.1,forecast/mse,2.1528613567352295,0
1.15,forecast/mse,2.3842062950134277,0
1.2,forecast/mse,2.630049467086792,0
