step,lambda_star,one_over_t,weight,one_over_n,max_dev_from_uniform,fisher_batches,fisher_seed,seed
0,1.0,1.0,0.20159874867386454,0.3333333333333333,0.39520375397840635,256,0,7
1,0.6954658355792387,0.5,0.4603918330965424,0.3333333333333333,0.39520375397840635,256,0,7
2,0.3380094182295931,0.3333333333333333,0.3380094182295931,0.3333333333333333,0.39520375397840635,256,0,7
