dataset,n_segments,seed,lambda_source,fisher_batch_size,fisher_batches,fisher_samples,step,lambda_star,one_over_t,lambda_over_one_over_t,fisher_num,fisher_den,lambda_term,lambda_over_fisher,floor_is_t,fisher_star_num,asymmetry_hat_over_star,d_norm,step_norm,merged_dist_from_base,unconstrained_dist_from_base
ETTh2,2,42,became,128,64,8192,1,0.9517537284003814,0.5,1.9035074568007628,3.1147797542086014e-05,3.272674076563516e-05,1.5789432235491425e-06,0.05069197015987148,1,0.0,,6.09407901763916,5.80006217956543,5.80006217956543,6.09407901763916
ETTh2,2,42,became,128,64,8192,2,0.26552900358137027,0.3333333333333333,0.7965870107441109,9.837067470271133e-07,3.7047054512282706e-06,2.720998704201157e-06,2.7660669324718574,2,0.0,,3.387226104736328,0.8994067311286926,5.848748207092285,6.648563385009766
ETTh2,2,7,became,128,64,8192,1,0.9960347238099848,0.5,1.9920694476199696,3.135991784014982e-07,3.1484763623695116e-07,1.2484578354529505e-09,0.003981062201172483,1,0.0,,0.1664094775915146,0.16574960947036743,0.16574960947036743,0.1664094775915146
ETTh2,2,7,became,128,64,8192,2,0.006031121142833318,0.3333333333333333,0.018093363428499955,6.132763546457952e-07,0.00010168529865704015,0.00010107202230239436,164.80665125393537,2,0.0,,3.540729284286499,0.021354565396904945,0.16905346512794495,3.5597798824310303
ETTh2,3,123,became,128,64,8192,1,0.9899420797213968,0.5,1.9798841594427936,6.81185435728536e-05,6.881063545861639e-05,6.920918857627919e-07,0.0101601098535319,1,0.0,,2.833362340927124,2.8048646450042725,2.8048646450042725,2.833362340927124
ETTh2,3,123,became,128,64,8192,2,0.012680726648623266,0.3333333333333333,0.0380421799458698,1.3568248366088935e-07,1.0699898154150359e-05,1.0564215670489469e-05,77.85983411751636,2,0.0,,2.3568739891052246,0.029886873438954353,2.8028345108032227,3.5290119647979736
ETTh2,3,123,became,128,64,8192,3,0.012374167801147574,0.25,0.049496671204590295,4.792512211389254e-07,3.872997593377389e-05,3.825072471263497e-05,79.81351538705177,3,0.0,,3.1791226863861084,0.03933899477124214,2.8014450073242188,4.148289680480957
ETTh2,3,42,became,128,64,8192,1,0.9948376539367689,0.5,1.9896753078735379,0.00010569667432792135,0.00010624514855228766,5.484742243663007e-07,0.0051891341695829785,1,0.0,,4.096548557281494,4.0754008293151855,4.0754008293151855,4.096548557281494
ETTh2,3,42,became,128,64,8192,2,0.019267380285177594,0.3333333333333333,0.057802140855532785,2.2710814277967888e-07,1.1787183281704015e-05,1.1560075138924336e-05,50.90119181741072,2,0.0,,2.653895854949951,0.051133617758750916,4.072333335876465,4.713725566864014
ETTh2,3,42,became,128,64,8192,3,0.0052366487141167544,0.25,0.020946594856467018,4.301098793414814e-07,8.213456789301293e-05,8.170445801367144e-05,189.96182589147878,3,0.0,,2.8355002403259277,0.014848519116640091,4.0721211433410645,4.924676895141602
ETTh2,3,7,became,128,64,8192,1,0.9956115449787191,0.5,1.9912230899574381,0.00010069816132040441,0.00010114201851943853,4.438571990341214e-07,0.004407798446506321,1,0.0,,3.403456926345825,3.3885209560394287,3.3885209560394287,3.403456926345825
ETTh2,3,7,became,128,64,8192,2,0.007375562432358207,0.3333333333333333,0.02212668729707462,1.2984881713253205e-07,1.7605276658340912e-05,1.747542784120838e-05,134.5828805153599,2,0.0,,2.7005245685577393,0.019917890429496765,3.3878893852233887,4.259215831756592
ETTh2,3,7,became,128,64,8192,3,0.010645114215805183,0.25,0.042580456863220734,3.758737814882303e-07,3.5309511374725975e-05,3.493363759323775e-05,92.9398093554754,3,0.0,,2.569488048553467,0.02735249511897564,3.3879141807556152,4.2456536293029785
ETTh2,5,123,became,128,64,8192,1,0.9984105827664752,0.5,1.9968211655329504,4.790864057816688e-05,4.7984908618874835e-05,7.626804070795323e-08,0.0015919475023198717,1,0.0,,1.0707570314407349,1.0690550804138184,1.0690550804138184,1.0707570314407349
ETTh2,5,123,became,128,64,8192,2,0.0009138838411016845,0.3333333333333333,0.0027416515233050537,8.835979930704546e-08,9.668602871950112e-05,9.659766892019407e-05,1093.2309679034292,2,0.0,,1.987383484840393,0.0018162407213822007,1.0691039562225342,2.2810750007629395
ETTh2,5,123,became,128,64,8192,3,0.0016469252878551774,0.25,0.00658770115142071,8.954200999289692e-08,5.4369199776821206e-05,5.427965776682831e-05,606.1920853813103,3,0.0,,1.4332695007324219,0.002360488986596465,1.0690926313400269,1.7829996347427368
